Wall time,Step,Value
1612299277.469354,255,1.1076970100402832
1612299277.4723454,272,0.7575429677963257
1612299277.474355,289,0.6194441318511963
1612299277.4763346,306,0.8952246308326721
1612299277.4783306,323,0.6868486404418945
1612299277.4803293,340,0.8195852637290955
1612299277.482318,357,0.6843250393867493
1612299277.484313,374,0.822108805179596
1612299306.5773065,391,0.39481836557388306
1612299306.5793016,408,0.5205587148666382
1612299306.581297,425,0.3342348337173462
1612299306.5843132,442,0.3978213965892792
1612299306.5862818,459,0.3253547251224518
1612299306.5882797,476,0.37552571296691895
1612299306.5912938,493,0.32407045364379883
1612299306.5932648,510,0.38766878843307495
1612299335.6245916,510,0.24205850064754486
1612299335.6276014,527,0.25702404975891113
1612299335.6295717,544,0.2382502555847168
1612299335.6315677,561,0.2149181067943573
1612299335.6345584,578,0.12773966789245605
1612299335.6365523,595,0.3173058032989502
1612299335.6385489,612,0.23947884142398834
1612299335.6405437,629,0.23275797069072723
1612299367.3584545,646,0.1407499611377716
1612299367.3615668,663,0.11206553876399994
1612299367.3635793,680,0.1335342824459076
1612299367.3655598,697,0.11136078834533691
1612299367.3675532,714,0.11819000542163849
1612299367.369579,731,0.11612416803836823
1612299367.3725402,748,0.13737629354000092
1612299367.3745344,765,0.08810477703809738
1612299402.660217,765,0.15491095185279846
1612299402.6771588,782,0.1036652997136116
1612299402.680151,799,0.1607527732849121
1612299402.6831434,816,0.09091237187385559
1612299402.686138,833,0.16702380776405334
1612299402.6901238,850,0.07735137641429901
1612299402.6941142,867,0.07934821397066116
1612299402.696109,884,0.15860918164253235
1612299433.4603603,901,0.09568742662668228
1612299433.4623861,918,0.13068202137947083
1612299433.4643502,935,0.09360255300998688
1612299433.467342,952,0.13031405210494995
1612299433.4693382,969,0.10375834256410599
1612299433.4723277,986,0.11820845305919647
1612299433.474323,1003,0.10400807112455368
1612299433.476319,1020,0.11515062302350998
1612299461.6075432,1020,0.12946243584156036
1612299461.6095128,1037,0.13378572463989258
1612299461.6115077,1054,0.09793934226036072
1612299461.6145122,1071,0.1660827100276947
1612299461.6165056,1088,0.13956323266029358
1612299461.6184886,1105,0.12424638122320175
1612299461.6214936,1122,0.09972091019153595
1612299461.6234756,1139,0.16441723704338074
1612299489.268818,1156,0.13988767564296722
1612299489.2728283,1173,0.1012098640203476
1612299489.2758558,1190,0.106672503054142
1612299489.2778494,1207,0.1332065910100937
1612299489.2798123,1224,0.15107867121696472
1612299489.2818422,1241,0.08717616647481918
1612299489.2838078,1258,0.12967786192893982
1612299489.2857976,1275,0.10680321604013443
1612299516.9160051,1275,0.1271255910396576
1612299516.9189987,1292,0.1233062744140625
1612299516.9209933,1309,0.13108637928962708
1612299516.9229865,1326,0.11674264073371887
1612299516.9259799,1343,0.1365683525800705
1612299516.9279757,1360,0.10868938267230988
1612299516.9299693,1377,0.13216707110404968
1612299516.931964,1394,0.11172343790531158
1612299543.3751533,1411,0.1376211792230606
1612299543.377148,1428,0.08171816915273666
1612299543.3801398,1445,0.09874661266803741
1612299543.3821373,1462,0.11976076662540436
1612299543.3841302,1479,0.11028774082660675
1612299543.3861392,1496,0.10814619809389114
1612299543.3881195,1513,0.09851668030023575
1612299543.3901129,1530,0.11904094368219376
1612299569.576114,1530,0.18851152062416077
1612299569.5790179,1547,0.13089247047901154
1612299569.581009,1564,0.10327880084514618
1612299569.5840323,1581,0.21553657948970795
1612299569.585995,1598,0.16135716438293457
1612299569.5879898,1615,0.15652912855148315
1612299569.5909824,1632,0.13348214328289032
1612299569.5930092,1649,0.18413996696472168
1612299596.1130095,1666,0.17391446232795715
1612299596.1150043,1683,0.23559853434562683
1612299596.1169784,1700,0.17930534482002258
1612299596.118974,1717,0.2205629199743271
1612299596.1219215,1734,0.23238033056259155
1612299596.1239111,1751,0.16291533410549164
1612299596.1269321,1768,0.20729398727416992
1612299596.1289217,1785,0.19286386668682098
1612299623.8473504,1785,0.1205112412571907
