Wall time,Step,Value;;;;;"Average Reward; Last 50 Episodes"
1612198490.0800095,3110,-1.703282117843628;;;;;
1612198490.6963644,3114,-3.372530698776245;;;;;
1612198491.122197,3116,-1.0940940380096436;;;;;
1612198491.7694945,3120,-1.1901652812957764;;;;;
1612198493.508544,3129,-1.0244077444076538;;;;;
1612198494.067051,3130,-2.425182342529297;;;;;
1612198494.693379,3134,-1.406872034072876;;;;;
1612198494.693379,3135,-2.3907322883605957;;;;;
1612198495.1017334,3137,-1.076725721359253;;;;;
1612198496.2498724,3143,-1.1231919527053833;;;;;
1612198497.246072,3146,-1.106719732284546;;;;;
1612198498.0280216,3150,-0.97967529296875;;;;;
1612198500.9769683,3166,-1.0540504455566406;;;;;
1612198502.1822684,3172,-1.0520312786102295;;;;;
1612198504.6631768,3187,-2.3838632106781006;;;;;
1612198507.1186464,3199,-1.066864013671875;;;;;
1612198507.4747164,3201,-1.2390532493591309;;;;;
1612198509.4204898,3213,-0.9695678949356079;;;;;
1612198509.836349,3215,-1.3185455799102783;;;;;
1612198510.138542,3217,-1.0875539779663086;;;;;
1612198512.9939764,3231,-0.9940901398658752;;;;;
1612198515.355039,3242,-1.1489180326461792;;;;;
1612198515.7988272,3244,-1.2258381843566895;;;;;
1612198518.460747,3260,-0.9632822275161743;;;;;
1612198518.8895664,3262,-0.9560059309005737;;;;;
1612198520.319744,3268,-1.1575415134429932;;;;;
1612198521.1974466,3274,-0.9089008569717407;;;;;
1612198522.7452605,3282,-1.1591142416000366;;;;;
1612198523.4990132,3286,-1.1381429433822632;;;;;
1612198524.6978474,3294,-1.2713426351547241;;;;;
1612198526.2975712,3305,-0.98182213306427;;;;;
1612198528.1267748,3312,-2.4024510383605957;;;;;
1612198528.4210057,3314,-0.9599765539169312;;;;;
1612198529.543988,3320,-1.1210618019104004;;;;;
1612198531.0489914,3329,-0.9731482863426208;;;;;
1612198532.7724173,3337,-1.132006287574768;;;;;
1612198533.5064387,3341,-1.1873447895050049;;;;;
1612198534.2325368,3345,-1.0889880657196045;;;;;
1612198535.0194054,3349,-1.3852508068084717;;;;;
1612198537.7560396,3362,-1.2163496017456055;;;;;
1612198538.3753607,3366,-1.212414026260376;;;;;
1612198538.6895134,3368,-1.237379789352417;;;;;
1612198540.4318788,3379,-1.0165129899978638;;;;;
1612198540.71614,3381,-0.9917601346969604;;;;;
1612198541.1599333,3383,-0.9843534231185913;;;;;
1612198541.884246,3387,-1.106928825378418;;;;;
1612198542.8905919,3390,-2.425356388092041;;;;;
1612198547.3270335,3413,-1.2144427299499512;;;;;
1612198550.5633872,3429,-1.2292215824127197;;;;;
1612198552.410856,3436,-0.9840191602706909;;;;;
1612198554.7196343,3446,-1.0469207763671875;;;;;
1612198555.1597598,3448,-1.0227735042572021;;;;;
1612198557.1843622,3456,-2.4159224033355713;;;;;
1612198557.1843622,3457,-2.4184038639068604;;;;;
1612198557.8635232,3459,-1.013010025024414;;;;;
1612198560.3698497,3466,-1.1303220987319946;;;;;
1612198560.996155,3468,-0.9750399589538574;;;;;
1612198563.4925022,3478,-2.4647622108459473;;;;;
1612198565.008425,3485,-2.434401273727417;;;;;
1612198565.508089,3486,-2.5248496532440186;;;;;
1612198566.0785646,3488,-0.998651385307312;;;;;
1612198566.620117,3491,-2.541757583618164;;;;;
1612198567.1686754,3492,-2.4681026935577393;;;;;
1612198568.7614272,3499,-1.0986655950546265;;;;;
1612198570.422952,3504,-1.1452226638793945;;;;;
1612198570.9794648,3506,-2.4745450019836426;;;;;
1612198572.0795357,3510,-1.119281530380249;;;;;
1612198572.6270947,3513,-2.415236711502075;;;;;
1612198573.7072043,3518,-1.014215111732483;;;;;
1612198574.5469518,3522,-1.0581409931182861;;;;;
1612198577.1759026,3536,-3.169541120529175;;;;;
1612198577.6346796,3539,-1.1024999618530273;;;;;
1612198578.363727,3543,-3.442099094390869;;;;;
1612198582.8755867,3563,-0.9727840423583984;;;;;
1612198583.449042,3564,-2.426875114440918;;;;;
1612198583.7731996,3566,-1.030942678451538;;;;;
1612198588.978709,3592,-0.9635922312736511;;;;;
1612198590.614035,3600,-1.214324951171875;;;;;
1612198591.694541,3607,-1.2709602117538452;;;;;
1612198592.1323535,3609,-1.1023646593093872;;;;;
1612198593.2144797,3615,-1.2229664325714111;;;;;
1612198593.5785372,3617,-1.306178331375122;;;;;
1612198594.6676264,3623,-1.1328630447387695;;;;;
1612198595.7427838,3627,-1.6105304956436157;;;;;
1612198596.6462896,3631,-0.9631376266479492;;;;;
1612198599.1244493,3641,-0.9364742040634155;;;;;
1612198600.7423093,3646,-0.9975775480270386;;;;;
1612198601.6852598,3650,-1.169461965560913;;;;;
1612198603.0590491,3656,-1.0201525688171387;;;;;
1612198604.2538228,3662,-1.1736278533935547;;;;;
1612198605.314024,3668,-0.9983500838279724;;;;;
1612198606.2285442,3672,-1.0307674407958984;;;;;
1612198607.6108494,3678,-1.1830137968063354;;;;;
1612198608.7787611,3684,-1.0302996635437012;;;;;
1612198609.1068504,3686,-1.1780776977539062;;;;;
1612198609.830915,3691,-1.02867591381073;;;;;
1612198611.0847523,3697,-1.1888103485107422;;;;;
1612198615.0608864,3715,-1.435171127319336;;;;;
1612198615.6553092,3719,-1.065645694732666;;;;;
1612198617.4255662,3729,-1.0454177856445312;;;;;
1612198619.4266455,3739,-0.982951819896698;;;;;
1612198619.7358034,3741,-0.9757671356201172;;;;;
1612198620.190586,3743,-1.0124000310897827;;;;;
1612198621.0652783,3747,-1.2238082885742188;;;;;
1612198621.7334812,3749,-1.1073660850524902;;;;;
1612198622.6021407,3752,-1.0553061962127686;;;;;
1612198623.1217833,3755,-1.0256009101867676;;;;;
1612198623.8996727,3759,-0.9829736351966858;;;;;
1612198624.1859384,3761,-1.0316317081451416;;;;;
1612198625.978126,3768,-1.0799275636672974;;;;;
1612198627.8541696,3778,-1.1198052167892456;;;;;
1612198628.5553775,3782,-1.03436279296875;;;;;
1612198631.5428715,3796,-0.9728055000305176;;;;;
1612198631.5428715,3797,-2.410046339035034;;;;;
1612198631.989052,3798,-2.4409875869750977;;;;;
1612198632.3081887,3800,-1.057335376739502;;;;;
1612198633.429212,3806,-1.0717477798461914;;;;;
1612198633.7613266,3809,-1.1565231084823608;;;;;
1612198635.2518487,3817,-1.1518415212631226;;;;;
1612198636.449646,3822,-1.2512943744659424;;;;;
1612198637.1966584,3826,-1.0660121440887451;;;;;
1612198637.950668,3830,-1.397651195526123;;;;;
1612198638.2548213,3832,-1.2993842363357544;;;;;
1612198638.5689812,3834,-1.3157151937484741;;;;;
1612198639.7298796,3842,-1.3133349418640137;;;;;
1612198641.0294242,3850,-1.1453293561935425;;;;;
1612198641.31966,3852,-1.1034342050552368;;;;;
1612198641.6727169,3854,-1.3924267292022705;;;;;
1612198643.047047,3862,-1.056124210357666;;;;;
1612198643.3322504,3864,-1.3018145561218262;;;;;
1612198644.0669105,3868,-1.0649394989013672;;;;;
1612198644.5017483,3870,-0.9924276471138;;;;;
1612198645.205577,3874,-1.3117512464523315;;;;;
1612198645.6204987,3876,-0.9456723928451538;;;;;
1612198646.0633185,3878,-1.0849041938781738;;;;;
1612198646.8183146,3882,-1.1980540752410889;;;;;
1612198647.2570932,3884,-0.9979573488235474;;;;;
1612198647.5961893,3887,-2.397214651107788;;;;;
1612198649.927987,3896,-1.1515071392059326;;;;;
1612198650.219175,3898,-1.2287031412124634;;;;;
1612198652.4362743,3910,-1.4072151184082031;;;;;
1612198652.4362743,3911,-2.556837558746338;;;;;
1612198652.7065268,3912,-2.4020564556121826;;;;;
1612198654.13072,3920,-1.124664068222046;;;;;
1612198654.671276,3924,-0.9941215515136719;;;;;
1612198655.2716706,3928,-1.046067476272583;;;;;
1612198656.7626843,3936,-1.1735968589782715;;;;;
1612198660.110752,3955,-1.127908706665039;;;;;
1612198660.6829562,3959,-0.9813405275344849;;;;;
1612198661.5447907,3963,-1.1958351135253906;;;;;
1612198661.830004,3965,-1.1690597534179688;;;;;
1612198663.263669,3973,-1.1543898582458496;;;;;
1612198664.0884783,3977,-1.1717238426208496;;;;;
1612198664.5821772,3979,-1.151864767074585;;;;;
1612198664.9002957,3981,-1.1279258728027344;;;;;
1612198665.7609932,3987,-1.292022466659546;;;;;
1612198667.2879124,3994,-1.3904898166656494;;;;;
1612198667.6020737,3996,-1.4181036949157715;;;;;
1612198668.5605109,4002,-1.3752288818359375;;;;;
1612198669.6217518,4008,-1.326093316078186;;;;;
1612198673.0565817,4026,-1.275831937789917;;;;;
1612198673.3427978,4028,-1.2174644470214844;;;;;
1612198674.1294737,4033,-1.049513339996338;;;;;
1612198674.4177024,4035,-1.0119173526763916;;;;;
1612198675.0869453,4039,-1.0918605327606201;;;;;
1612198676.1730661,4045,-1.0565807819366455;;;;;
1612198676.9818804,4049,-1.52976393699646;;;;;
1612198677.4665852,4051,-1.174302101135254;;;;;
1612198678.138815,4055,-1.2364996671676636;;;;;
1612198678.454974,4057,-1.4700902700424194;;;;;
1612198678.754177,4059,-1.4970417022705078;;;;;
1612198679.1879833,4061,-1.8241853713989258;;;;;
1612198679.941002,4065,-1.3654783964157104;;;;;
1612198680.6121767,4069,-1.4054296016693115;;;;;
1612198680.938336,4071,-1.4761614799499512;;;;;
1612198682.5400562,4079,-1.597737431526184;;;;;
1612198683.0187683,4081,-1.453519344329834;;;;;
1612198683.7159052,4085,-1.4313422441482544;;;;;
1612198684.7970226,4091,-1.478348731994629;;;;;
1612198686.5104375,4100,-1.467621088027954;;;;;
1612198690.3382123,4124,-1.2036051750183105;;;;;
1612198691.5639024,4132,-1.4030790328979492;;;;;
1612198692.4355724,4138,-1.3721399307250977;;;;;
1612198694.3873565,4148,-1.1653637886047363;;;;;
1612198695.2979226,4152,-1.2778358459472656;;;;;
1612198696.1815588,4156,-2.4867398738861084;;;;;
1612198698.1173854,4167,-1.0549712181091309;;;;;
1612198698.3966384,4169,-1.1120023727416992;;;;;
1612198699.068874,4173,-1.035998821258545;;;;;
1612198700.1300418,4177,-2.4259371757507324;;;;;
1612198701.2011428,4180,-2.527003049850464;;;;;
1612198701.2011428,4181,-2.5539567470550537;;;;;
1612198701.6389804,4182,-2.5092358589172363;;;;;
1612198705.1675408,4194,-2.4796364307403564;;;;;
1612198705.1675408,4195,-2.4199352264404297;;;;;
1612198705.615922,4196,-2.480656623840332;;;;;
1612198705.615922,4197,-2.5016350746154785;;;;;
1612198706.6779838,4200,-2.4759275913238525;;;;;
1612198707.1467261,4202,-2.433912515640259;;;;;
1612198708.254292,4206,-2.4594874382019043;;;;;
1612198710.1774573,4214,-2.471208095550537;;;;;
1612198710.5245228,4216,-2.434659957885742;;;;;
1612198710.8062887,4218,-1.0293681621551514;;;;;
1612198711.0798144,4220,-1.0311732292175293;;;;;
1612198711.5555744,4222,-1.1457370519638062;;;;;
1612198714.4955065,4238,-1.5311133861541748;;;;;
1612198717.5025315,4256,-1.2806986570358276;;;;;
1612198719.3825083,4266,-1.7208540439605713;;;;;
1612198722.1501102,4280,-2.442619562149048;;;;;
1612198722.4682584,4282,-1.1152913570404053;;;;;
1612198723.3578806,4286,-2.4046473503112793;;;;;
1612198724.6075308,4292,-1.1089146137237549;;;;;
1612198726.6151965,4305,-1.5036747455596924;;;;;
1612198727.937661,4311,-1.7110083103179932;;;;;
1612198729.2720623,4317,-1.8898868560791016;;;;;
1612198729.7009408,4319,-1.877239465713501;;;;;
1612198730.1467247,4321,-1.6269261837005615;;;;;
1612198731.0223837,4325,-1.9438104629516602;;;;;
1612198734.91235,4340,-1.9021660089492798;;;;;
1612198735.7919738,4344,-1.8408727645874023;;;;;
1612198736.445228,4348,-1.6686863899230957;;;;;
1612198737.2351305,4352,-1.6783885955810547;;;;;
1612198740.4705026,4371,-1.4851129055023193;;;;;
1612198743.4245956,4386,-1.1101326942443848;;;;;
1612198743.7447557,4388,-1.2466237545013428;;;;;
1612198744.0708444,4390,-1.2414045333862305;;;;;
1612198744.9914048,4397,-1.5260074138641357;;;;;
1612198747.06752,4407,-2.4212429523468018;;;;;
1612198750.2111168,4422,-1.1046667098999023;;;;;
1612198752.086137,4434,-1.0707757472991943;;;;;
1612198752.0871024,4435,-2.401716947555542;;;;;
1612198752.3787405,4437,-1.2508563995361328;;;;;
1612198752.6799352,4439,-1.211876630783081;;;;;
1612198753.3720953,4443,-1.1858736276626587;;;;;
1612198754.419286,4447,-1.1247806549072266;;;;;
1612198755.6779218,4453,-1.6403424739837646;;;;;
1612198757.7055464,4463,-2.440418004989624;;;;;
1612198758.8614125,4466,-2.431330442428589;;;;;
1612198760.7623308,4478,-1.2767722606658936;;;;;
1612198762.269335,4486,-1.709327220916748;;;;;
1612198762.6113896,4489,-2.464143753051758;;;;;
1612198764.2619822,4497,-1.6484065055847168;;;;;
1612198764.680882,4499,-1.0413018465042114;;;;;
1612198765.533577,4503,-1.6424336433410645;;;;;
1612198767.3467555,4513,-1.0120574235916138;;;;;
1612198768.5441897,4518,-2.462022542953491;;;;;
1612198769.3300946,4522,-1.5739675760269165;;;;;
1612198770.5488782,4528,-1.6234781742095947;;;;;
1612198770.9917283,4530,-1.2856941223144531;;;;;
1612198771.2928882,4532,-1.8981244564056396;;;;;
1612198775.3561149,4552,-1.5865991115570068;;;;;
1612198775.7640254,4554,-1.5921082496643066;;;;;
1612198776.086166,4557,-2.426633834838867;;;;;
1612198776.436261,4559,-1.4326419830322266;;;;;
1612198776.9319036,4561,-1.8733893632888794;;;;;
1612198777.265013,4563,-1.18442702293396;;;;;
1612198778.9064713,4571,-1.6329164505004883;;;;;
1612198779.6225326,4575,-1.5203325748443604;;;;;
1612198780.7126193,4581,-1.8419554233551025;;;;;
1612198781.5384116,4585,-1.5103645324707031;;;;;
1612198782.3265882,4589,-1.1808109283447266;;;;;
1612198783.0193753,4593,-1.2207221984863281;;;;;
1612198786.1630042,4611,-1.621793270111084;;;;;
1612198787.4824586,4619,-1.2692310810089111;;;;;
1612198788.3850343,4623,-1.3181638717651367;;;;;
1612198789.1506238,4627,-1.0186971426010132;;;;;
1612198790.0392358,4630,-2.41532301902771;;;;;
1612198790.7901347,4635,-2.4666783809661865;;;;;
1612198792.0896525,4640,-2.3983206748962402;;;;;
1612198794.0055318,4651,-1.1021032333374023;;;;;
1612198794.5748649,4653,-1.0524682998657227;;;;;
1612198796.0130212,4658,-2.418705463409424;;;;;
1612198796.870058,4663,-1.061448335647583;;;;;
1612198797.725905,4666,-2.486865282058716;;;;;
1612198798.0121386,4669,-1.028395652770996;;;;;
1612198798.3597002,4671,-1.1597346067428589;;;;;
1612198799.9842854,4678,-1.1259863376617432;;;;;
1612198801.109756,4685,-2.4439032077789307;;;;;
1612198802.1080873,4691,-1.1243412494659424;;;;;
1612198802.4302511,4693,-1.3950001001358032;;;;;
1612198802.741409,4695,-1.4251244068145752;;;;;
1612198803.0226426,4697,-0.988957405090332;;;;;
1612198804.2742977,4702,-1.0415174961090088;;;;;
1612198805.3195026,4709,-2.3912746906280518;;;;;
1612198807.490699,4721,-0.9330981969833374;;;;;
1612198807.8806567,4723,-1.2915854454040527;;;;;
1612198809.3018641,4729,-1.039808750152588;;;;;
1612198810.7529857,4737,-1.1546485424041748;;;;;
1612198811.7632792,4743,-1.0241689682006836;;;;;
1612198812.1931303,4745,-1.142479419708252;;;;;
1612198812.9171946,4749,-1.2587294578552246;;;;;
1612198813.625303,4753,-0.88713538646698;;;;;
1612198814.3613734,4757,-0.912200927734375;;;;;
1612198814.7653103,4759,-0.9962806701660156;;;;;
1612198815.8158326,4765,-1.0380594730377197;;;;;
1612198816.0941176,4766,-2.4087436199188232;;;;;
1612198816.690989,4770,-1.1600627899169922;;;;;
1612198817.5721161,4776,-1.1108875274658203;;;;;
1612198818.0259361,4778,-1.2274054288864136;;;;;
1612198818.34904,4781,-2.419123649597168;;;;;
1612198820.4105308,4793,-1.1033227443695068;;;;;
1612198821.4417734,4799,-0.9386675357818604;;;;;
1612198822.7502968,4805,-1.0311975479125977;;;;;
1612198823.209061,4806,-2.487349033355713;;;;;
1612198824.527526,4813,-1.0779693126678467;;;;;
1612198826.6359246,4822,-2.4274237155914307;;;;;
1612198830.40826,4847,-1.1386222839355469;;;;;
1612198831.9511368,4854,-1.3583598136901855;;;;;
1612198832.5282912,4858,-1.0015058517456055;;;;;
1612198834.2247713,4868,-0.9789481163024902;;;;;
1612198835.3268013,4874,-1.0641889572143555;;;;;
1612198835.931218,4878,-1.109665870666504;;;;;
1612198836.882674,4885,-1.1885030269622803;;;;;
1612198838.4684045,4895,-1.1062425374984741;;;;;
1612198840.1519382,4903,-0.9775042533874512;;;;;
1612198841.5841072,4910,-2.4420766830444336;;;;;
1612198842.2473292,4915,-2.401841163635254;;;;;
1612198845.160516,4933,-1.1007746458053589;;;;;
1612198847.1402247,4944,-1.0039827823638916;;;;;
1612198850.8313582,4962,-0.9166346788406372;;;;;
1612198851.1465328,4964,-0.9688109159469604;;;;;
1612198851.5909894,4966,-0.9919408559799194;;;;;
1612198852.7010217,4972,-0.9404345154762268;;;;;
1612198853.083998,4974,-0.9038388133049011;;;;;
1612198854.228462,4981,-2.397345781326294;;;;;
1612198854.9674869,4985,-0.9311555624008179;;;;;
1612198856.31289,4992,-2.451603412628174;;;;;
1612198856.6450124,4994,-0.9904400110244751;;;;;
1612198856.920664,4996,-1.1759446859359741;;;;;
1612198857.2059016,4998,-1.093763828277588;;;;;
1612198857.4824612,5000,-1.008965253829956;;;;;
1612198857.7786942,5002,-1.0259463787078857;;;;;
1612198858.0699234,5004,-0.9948458075523376;;;;;
1612198860.7288625,5020,-0.9045337438583374;;;;;
1612198864.0829418,5035,-2.4207916259765625;;;;;
1612198869.4316251,5061,-1.1030936241149902;;;;;
1612198869.9871154,5063,-1.0259933471679688;;;;;
1612198870.277371,5065,-1.0683640241622925;;;;;
1612198872.9771087,5078,-1.0301320552825928;;;;;
1612198874.7657042,5088,-1.0411922931671143;;;;;
1612198875.611413,5093,-1.1678937673568726;;;;;
1612198876.198873,5097,-1.1043002605438232;;;;;
1612198876.7493713,5099,-1.0865375995635986;;;;;
1612198877.1767085,5101,-1.1067428588867188;;;;;
1612198877.6115508,5103,-1.1209615468978882;;;;;
1612198878.9507499,5108,-2.417780637741089;;;;;
1612198881.6269207,5120,-1.1211124658584595;;;;;
1612198881.9730265,5122,-1.1418776512145996;;;;;
1612198882.6930707,5127,-1.0429039001464844;;;;;
1612198883.65151,5130,-2.528574228286743;;;;;
1612198883.9277697,5132,-1.117105484008789;;;;;
1612198884.8004375,5136,-1.0767123699188232;;;;;
1612198888.932393,5159,-1.1926631927490234;;;;;
1612198889.6255393,5163,-1.0172383785247803;;;;;
1612198891.0437565,5169,-1.2517540454864502;;;;;
1612198891.905447,5173,-1.1066441535949707;;;;;
1612198894.0008452,5183,-1.0149734020233154;;;;;
1612198895.4091127,5188,-1.082103967666626;;;;;
1612198896.575962,5194,-1.2438650131225586;;;;;
1612198899.1313727,5211,-1.0650064945220947;;;;;
1612198899.5522528,5213,-1.0811147689819336;;;;;
1612198901.6130254,5225,-1.0385100841522217;;;;;
1612198902.4597623,5229,-1.0120692253112793;;;;;
1612198902.7320342,5231,-1.0811340808868408;;;;;
1612198904.8234465,5243,-1.0381219387054443;;;;;
1612198905.918449,5249,-0.9959214329719543;;;;;
1612198906.1987002,5251,-0.9556565880775452;;;;;
1612198907.827346,5259,-2.4271905422210693;;;;;
1612198908.6631892,5263,-1.02101731300354;;;;;
1612198909.392228,5267,-0.9870694279670715;;;;;
1612198910.6658077,5273,-0.9547432065010071;;;;;
1612198911.2253084,5275,-1.0475895404815674;;;;;
1612198914.3898816,5290,-0.927528440952301;;;;;
1612198916.423414,5300,-1.0565156936645508;;;;;
1612198917.0656981,5304,-0.9013948440551758;;;;;
1612198917.381884,5306,-0.9921314716339111;;;;;
1612198917.7734163,5308,-1.115147352218628;;;;;
1612198918.9053905,5315,-1.1622484922409058;;;;;
1612198922.5973837,5328,-1.0177953243255615;;;;;
1612198924.274907,5335,-1.1128202676773071;;;;;
1612198925.170506,5339,-1.0555839538574219;;;;;
1612198925.8217978,5341,-1.0485891103744507;;;;;
1612198926.4072323,5344,-0.9906738996505737;;;;;
1612198929.4949794,5360,-1.0762099027633667;;;;;
1612198931.1724627,5370,-1.0178200006484985;;;;;
1612198935.10298,5392,-2.4090771675109863;;;;;
1612198936.5351634,5399,-1.0855872631072998;;;;;
1612198937.2452548,5403,-1.0174683332443237;;;;;
1612198937.7428992,5405,-1.0046952962875366;;;;;
1612198938.6864858,5410,-1.1124813556671143;;;;;
1612198938.968537,5412,-0.9708004593849182;;;;;
1612198941.7017367,5429,-1.0555915832519531;;;;;
1612198943.7781699,5441,-1.0753765106201172;;;;;
1612198944.9892223,5449,-1.041130542755127;;;;;
1612198946.730425,5459,-1.0683269500732422;;;;;
1612198947.5761647,5463,-1.1644415855407715;;;;;
1612198948.5705187,5466,-2.429969549179077;;;;;
1612198949.196832,5470,-1.1177812814712524;;;;;
1612198950.0405834,5474,-0.9849977493286133;;;;;
1612198950.9481509,5480,-0.9102157354354858;;;;;
1612198951.3082156,5482,-1.1258430480957031;;;;;
1612198951.8657231,5484,-1.0279085636138916;;;;;
1612198953.0146277,5489,-1.0319163799285889;;;;;
1612198953.288071,5490,-2.4314229488372803;;;;;
1612198953.5603118,5492,-0.9586465358734131;;;;;
1612198953.847576,5494,-0.9487190246582031;;;;;
1612198954.720876,5500,-1.03201162815094;;;;;
1612198954.720876,5501,-2.3791370391845703;;;;;
1612198955.1467383,5503,-1.046075463294983;;;;;
1612198956.4522595,5508,-2.3942575454711914;;;;;
1612198956.7235236,5510,-0.9098618030548096;;;;;
1612198957.5433314,5514,-1.0750958919525146;;;;;
1612198957.8295662,5516,-0.9998612403869629;;;;;
1612198958.8279293,5523,-1.0239750146865845;;;;;
1612198959.8326995,5526,-2.4299724102020264;;;;;
1612198960.2535458,5528,-1.0641918182373047;;;;;
1612198960.6774535,5530,-1.0401420593261719;;;;;
1612198962.15945,5538,-0.9902688264846802;;;;;
1612198962.9944105,5542,-1.0302890539169312;;;;;
1612198963.3175688,5545,-2.416611671447754;;;;;
1612198964.200189,5551,-1.102448582649231;;;;;
1612198967.6858745,5569,-1.2011456489562988;;;;String;Float
1612198968.8438108,5575,-1.1269354820251465;;;;-1.1269354820251465;-1.126935482
1612198969.5568733,5579,-1.0252621173858643;;;;-1.0252621173858643;-1.025262117
1612198970.2540426,5583,-1.0683634281158447;;;;-1.0683634281158447;-1.068363428
1612198971.1038027,5587,-1.1280951499938965;;;;-1.1280951499938965;-1.12809515
1612198971.811882,5591,-1.0304126739501953;;;;-1.0304126739501953;-1.030412674
1612198972.6646004,5597,-0.8899725675582886;;;;-0.8899725675582886;-0.889972568
1612198975.1636431,5609,-0.9464510679244995;;;;-0.9464510679244995;-0.946451068
1612198976.441229,5617,-1.0368428230285645;;;;-1.0368428230285645;-1.036842823
1612198977.4136283,5621,-1.020367980003357;;;;-1.020367980003357;-1.02036798
1612198978.694173,5627,-1.0765801668167114;;;;-1.0765801668167114;-1.076580167
1612198980.6778708,5635,-0.979526162147522;;;;-0.979526162147522;-0.979526162
1612198981.8507361,5641,-2.4690427780151367;;;;-2.4690427780151367;-2.469042778
1612198983.4992363,5649,-0.9663751125335693;;;;-0.9663751125335693;-0.966375113
1612198984.7548656,5656,-0.9420273303985596;;;;-0.9420273303985596;-0.94202733
1612198987.0829065,5668,-1.0448689460754395;;;;-1.0448689460754395;-1.044868946
1612198988.2774582,5674,-1.0626165866851807;;;;-1.0626165866851807;-1.062616587
1612198989.4393632,5681,-1.0532348155975342;;;;-1.0532348155975342;-1.053234816
1612198990.5162318,5684,-2.403216600418091;;;;-2.403216600418091;-2.4032166
1612198992.0650597,5692,-0.9258047342300415;;;;-0.9258047342300415;-0.925804734
1612198992.5707154,5694,-0.9942091703414917;;;;-0.9942091703414917;-0.99420917
1612198994.82967,5707,-0.9711585640907288;;;;-0.9711585640907288;-0.971158564
1612198995.9526675,5713,-1.0722202062606812;;;;-1.0722202062606812;-1.072220206
1612198996.2219484,5715,-1.0184943675994873;;;;-1.0184943675994873;-1.018494368
1612198997.9543178,5725,-0.9390966892242432;;;;-0.9390966892242432;-0.939096689
1612198998.3991644,5727,-1.0828909873962402;;;;-1.0828909873962402;-1.082890987
1612198998.8210008,5729,-1.2282590866088867;;;;-1.2282590866088867;-1.228259087
1612198999.5380838,5733,-1.0233895778656006;;;;-1.0233895778656006;-1.023389578
1612199000.685035,5739,-1.1398547887802124;;;;-1.1398547887802124;-1.139854789
1612199002.938994,5748,-1.2093592882156372;;;;-1.2093592882156372;-1.209359288
1612199004.003501,5754,-0.9627888202667236;;;;-0.9627888202667236;-0.96278882
1612199004.003501,5755,-2.4267919063568115;;;;-2.4267919063568115;-2.426791906
1612199004.6218612,5759,-1.0496599674224854;;;;-1.0496599674224854;-1.049659967
1612199006.3821678,5771,-1.0188952684402466;;;;-1.0188952684402466;-1.018895268
1612199009.8599176,5791,-1.0305736064910889;;;;-1.0305736064910889;-1.030573606
1612199012.391095,5805,-1.0265840291976929;;;;-1.0265840291976929;-1.026584029
1612199013.5131094,5811,-1.059892177581787;;;;-1.059892177581787;-1.059892178
1612199013.8003144,5813,-0.9995988607406616;;;;-0.9995988607406616;-0.999598861
1612199015.900128,5827,-0.9956281185150146;;;;-0.9956281185150146;-0.995628119
1612199016.284102,5829,-1.0365005731582642;;;;-1.0365005731582642;-1.036500573
1612199016.558395,5831,-0.9314286708831787;;;;-0.9314286708831787;-0.931428671
1612199016.8316379,5833,-1.054547905921936;;;;-1.054547905921936;-1.054547906
1612199017.1627522,5835,-1.2272565364837646;;;;-1.2272565364837646;-1.227256536
1612199018.3228967,5843,-1.0463261604309082;;;;-1.0463261604309082;-1.04632616
1612199019.3189948,5849,-1.0854685306549072;;;;-1.0854685306549072;-1.085468531
1612199023.0374618,5870,-1.0561150312423706;;;;-1.0561150312423706;-1.056115031
1612199023.3070376,5872,-1.161988615989685;;;;-1.161988615989685;-1.161988616
1612199027.5020132,5894,-0.9563699960708618;;;;-0.9563699960708618;-0.956369996
1612199027.9538047,5896,-1.1246538162231445;;;;-1.1246538162231445;-1.124653816
1612199028.244029,5898,-1.0705158710479736;;;;-1.0705158710479736;-1.070515871
1612199028.8337011,5902,-1.0552042722702026;;;;-1.0552042722702026;-1.055204272
1612199029.4231246,5906,-1.0100711584091187;;;;-1.0100711584091187;-1.010071158
1612199029.7063673,5908,-1.0163697004318237;;;;-1.0163697004318237;-1.0163697
;;;;;
;;;;;
;;;;Average:;-1.120733824
