Wall time,Step,Value
1612714889.745239,9,0.23810724914073944
1612714891.2462273,16,-0.0421055369079113
1612714892.2674973,18,-0.04232435300946236
1612714894.3937657,26,-0.04222501814365387
1612714894.3986409,28,-0.05559674650430679
1612714894.9112368,29,-0.05328084155917168
1612714896.4748287,34,-0.04224630072712898
1612714897.8691003,43,-0.002163175493478775
1612714898.345814,44,-0.060256440192461014
1612714900.9338994,54,-0.084461510181427
1612714901.8843918,58,-0.08882254362106323
1612714902.4069614,60,-0.04245546832680702
1612714904.8215067,70,-0.012458023615181446
1612714908.3869774,85,-0.07962582260370255
1612714908.8427584,86,-0.026604609563946724
1612714909.8600404,91,-0.0003659935318864882
1612714911.3990223,96,-0.013022066093981266
1612714911.9216304,99,-0.07363684475421906
1612714912.3933647,99,-0.03222732990980148
1612714912.9926443,102,-0.05546010285615921
1612714917.6302552,121,-0.036285851150751114
1612714918.1668162,124,-0.027011124417185783
1612714920.1734514,131,0.0045975930988788605
1612714920.6880689,135,-0.054523859173059464
1612714921.6500008,136,-0.038739971816539764
1612714922.1526558,141,-0.00958168413490057
1612714923.1484892,143,-0.022720960900187492
1612714925.6935127,152,-0.03596371412277222
1612714927.6903045,160,-0.02704210951924324
1612714927.696288,162,-0.06916859745979309
1612714928.7052362,166,-0.07278415560722351
1612714930.348529,172,-0.07557378709316254
1612714931.4277544,177,-0.07081664353609085
1612714932.2702143,181,-0.03594139218330383
1612714934.2661748,189,0.043488893657922745
1612714934.8027725,191,-0.039909522980451584
1612714942.1005363,217,-0.029251638799905777
1612714942.1035035,218,-0.02640818990767002
1612714944.1652493,227,-0.16546639800071716
1612714944.663023,228,0.003606446087360382
1612714945.2096682,229,-0.052345551550388336
1612714947.158334,236,-0.03524846211075783
1612714947.1642864,239,0.10484279692173004
1612714947.6440454,238,-0.02601337805390358
1612714948.6793284,244,-0.07084274291992188
1612714950.8442,253,-0.014854321256279945
1612714951.3788042,253,-0.040932733565568924
1612714953.9778018,264,-0.10061652958393097
1612714955.8205657,273,-0.0509941503405571
1612714956.755209,274,-0.03720425069332123
1612714959.7938664,289,-0.033330127596855164
1612714961.6357043,293,0.0003551170229911804
1612714962.1613371,297,-0.13439299166202545
1612714963.141728,300,-0.045786235481500626
1612714963.144704,301,-0.07406747341156006
1612714965.086851,308,0.14264389872550964
