Wall time,Step,Value;;;;;"Average Reward; Last 50 Episodes"
1612287561.3307316,2233,-3.2768373489379883;;;;;
1612287561.9191587,2235,-1.2730486392974854;;;;;
1612287563.6176195,2241,-3.3935787677764893;;;;;
1612287563.799134,2242,-2.4683949947357178;;;;;
1612287564.2499285,2244,-2.0737180709838867;;;;;
1612287565.9713302,2250,-1.1911766529083252;;;;;
1612287572.8330112,2274,-1.8213577270507812;;;;;
1612287574.623226,2280,-2.334181070327759;;;;;
1612287575.8359601,2284,-1.793168544769287;;;;;
1612287576.2837636,2286,-3.2039942741394043;;;;;
1612287577.4636095,2290,-1.2429587841033936;;;;;
1612287578.0560594,2292,-2.2014522552490234;;;;;
1612287579.8123567,2298,-1.8676791191101074;;;;;
1612287581.50151,2304,-1.6955277919769287;;;;;
1612287582.0942767,2306,-1.8468642234802246;;;;;
1612287582.6238582,2308,-3.711132049560547;;;;;
1612287583.2103245,2310,-1.9147486686706543;;;;;
1612287583.794753,2312,-1.304539442062378;;;;;
1612287584.3831563,2314,-1.8519659042358398;;;;;
1612287584.9716165,2316,-1.2920253276824951;;;;;
1612287585.5620306,2318,-2.4352777004241943;;;;;
1612287586.6411202,2322,-1.4606339931488037;;;;;
1612287587.8199692,2326,-1.885770320892334;;;;;
1612287588.4203637,2328,-1.7548797130584717;;;;;
1612287589.5842788,2332,-1.8581241369247437;;;;;
1612287590.7601485,2336,-1.6182183027267456;;;;;
1612287591.9459734,2340,-2.3102974891662598;;;;;
1612287592.5473344,2342,-1.8032217025756836;;;;;
1612287593.154745,2344,-1.7894492149353027;;;;;
1612287593.6174734,2346,-4.073787212371826;;;;;
1612287594.2029154,2348,-1.4109301567077637;;;;;
1612287594.798318,2350,-1.9106817245483398;;;;;
1612287600.0911674,2368,-1.332634449005127;;;;;
1612287600.6845832,2370,-1.8099910020828247;;;;;
1612287601.5911777,2374,-3.5232319831848145;;;;;
1612287602.1855702,2376,-1.735804796218872;;;;;
1612287604.416607,2384,-3.5923337936401367;;;;;
1612287605.0060384,2386,-1.945650339126587;;;;;
1612287605.5944912,2388,-1.4857776165008545;;;;;
1612287606.7743416,2392,-1.733546257019043;;;;;
1612287608.543612,2398,-1.5730652809143066;;;;;
1612287610.254035,2404,-2.4167981147766113;;;;;
1612287611.3760047,2408,-3.618955612182617;;;;;
1612287612.565849,2412,-1.3161892890930176;;;;;
1612287613.1542518,2414,-1.7103586196899414;;;;;
1612287614.3221297,2418,-1.4004766941070557;;;;;
1612287614.9185362,2420,-2.203181028366089;;;;;
1612287616.6309586,2426,-3.754289150238037;;;;;
1612287617.2204144,2428,-2.3874740600585938;;;;;
1612287617.8088107,2430,-1.4069225788116455;;;;;
1612287618.8421037,2434,-1.8666749000549316;;;;;
1612287619.4195042,2436,-1.7133984565734863;;;;;
1612287620.005953,2438,-1.366382122039795;;;;;
1612287621.1778054,2442,-1.8130595684051514;;;;;
1612287621.7642403,2444,-1.8610491752624512;;;;;
1612287622.3596938,2446,-1.9333319664001465;;;;;
1612287622.8882513,2448,-3.764277935028076;;;;;
1612287623.4786558,2450,-1.2460780143737793;;;;;
1612287624.0661225,2452,-2.3541791439056396;;;;;
1612287626.9852805,2462,-1.8466322422027588;;;;;
1612287627.5737097,2464,-1.867838740348816;;;;;
1612287628.7575452,2468,-1.4612020254135132;;;;;
1612287631.084363,2476,-1.4053208827972412;;;;;
1612287631.6731858,2478,-1.9351215362548828;;;;;
1612287632.859016,2482,-1.3297703266143799;;;;;
1612287635.112991,2490,-3.8793439865112305;;;;;
1612287636.272135,2494,-1.8038063049316406;;;;;
1612287637.4526854,2498,-1.3638054132461548;;;;;
1612287638.6275203,2502,-2.4238784313201904;;;;;
1612287639.2069569,2504,-1.8592402935028076;;;;;
1612287639.736542,2506,-3.542236566543579;;;;;
1612287640.3190167,2508,-1.7539405822753906;;;;;
1612287641.4878604,2512,-1.3624162673950195;;;;;
1612287643.24419,2518,-1.8571397066116333;;;;;
1612287643.8305984,2520,-2.328763484954834;;;;;
1612287645.0134497,2524,-2.4653754234313965;;;;;
1612287645.6008656,2526,-1.7599587440490723;;;;;
1612287646.132448,2528,-3.732661247253418;;;;;
1612287647.3083034,2532,-1.7328108549118042;;;;;
1612287649.565277,2540,-1.7476837635040283;;;;;
1612287650.7351537,2544,-1.4216043949127197;;;;;
1612287651.3185833,2546,-1.3027704954147339;;;;;
1612287652.500449,2550,-2.493065118789673;;;;;
1612287653.0908456,2552,-2.293501377105713;;;;;
1612287654.856128,2558,-1.4709804058074951;;;;;
1612287655.2989545,2560,-3.7249350547790527;;;;;
1612287658.2012167,2570,-2.3472766876220703;;;;;
1612287658.7916389,2572,-1.727132797241211;;;;;
1612287659.3770678,2574,-2.169684886932373;;;;;
1612287660.8900087,2580,-2.2421412467956543;;;;;
1612287662.0788205,2584,-1.6671350002288818;;;;;
1612287662.6652532,2586,-2.2711358070373535;;;;;
1612287663.2516887,2588,-1.7067888975143433;;;;;
1612287663.8490884,2590,-1.9162027835845947;;;;;
1612287664.4375172,2592,-1.7555099725723267;;;;;
1612287665.038233,2594,-2.292084217071533;;;;;
1612287666.754644,2600,-1.7186845541000366;;;;;
1612287668.5300496,2606,-1.2595798969268799;;;;;
1612287669.72734,2610,-1.8623907566070557;;;;;
1612287671.4995885,2616,-1.2925646305084229;;;;;
1612287672.0776985,2618,-1.3824403285980225;;;;;
1612287672.6072953,2620,-3.520720958709717;;;;;
1612287673.2057,2622,-1.9264142513275146;;;;;
1612287675.5362883,2630,-1.3493235111236572;;;;;
1612287677.9189196,2638,-2.2781574726104736;;;;;
1612287679.0907872,2642,-1.4285454750061035;;;;;
1612287679.6685872,2644,-1.2650690078735352;;;;;
1612287681.995367,2652,-1.4188458919525146;;;;;
1612287682.5888872,2654,-2.2824623584747314;;;;;
1612287684.4293048,2660,-1.8572380542755127;;;;;
1612287686.1851647,2666,-1.857715368270874;;;;;
1612287687.366981,2670,-1.7428221702575684;;;;;
1612287688.5239127,2674,-1.6963671445846558;;;;;
1612287689.113313,2676,-1.190727710723877;;;;;
1612287689.7097306,2678,-1.2512003183364868;;;;;
1612287691.3263974,2684,-2.2768101692199707;;;;;
1612287692.5012574,2688,-2.288184642791748;;;;;
1612287693.0897214,2690,-1.2663114070892334;;;;;
1612287694.2640953,2694,-1.8458337783813477;;;;;
1612287694.8365648,2696,-1.7308578491210938;;;;;
1612287695.4349747,2698,-2.43874454498291;;;;;
1612287696.6166065,2702,-1.8191823959350586;;;;;
1612287697.2090526,2704,-1.403896450996399;;;;;
1612287698.9653406,2710,-1.2872939109802246;;;;;
1612287701.8406432,2720,-3.8295321464538574;;;;;
1612287708.7321453,2744,-3.618715763092041;;;;;
1612287709.3056378,2746,-1.788973331451416;;;;;
1612287709.8980386,2748,-1.8547452688217163;;;;;
1612287710.4994004,2750,-2.375101327896118;;;;;
1612287712.8292077,2758,-1.7206013202667236;;;;;
1612287714.599113,2764,-2.2664358615875244;;;;;
1612287715.182528,2766,-2.223159074783325;;;;;
1612287716.3434255,2770,-2.339308738708496;;;;;
1612287716.9288604,2772,-1.9350709915161133;;;;;
1612287717.5242963,2774,-2.322801113128662;;;;;
1612287718.1087074,2776,-1.2571762800216675;;;;;
1612287720.3995988,2784,-1.6278432607650757;;;;;
1612287720.9810305,2786,-2.3180627822875977;;;;;
1612287721.571267,2788,-1.8913980722427368;;;;;
1612287722.7231872,2792,-2.312443971633911;;;;;
1612287723.29466,2794,-1.7470228672027588;;;;;
1612287723.944922,2796,-2.291973114013672;;;;;
1612287725.0888643,2800,-2.44281005859375;;;;;
1612287726.2802088,2804,-2.3150665760040283;;;;;
1612287729.7748451,2816,-2.4533674716949463;;;;;
1612287730.961647,2820,-1.795318841934204;;;;;
1612287733.9287474,2830,-1.71327805519104;;;;;
1612287734.5610278,2832,-1.7899436950683594;;;;;
1612287740.0917165,2850,-1.8024604320526123;;;;;
1612287740.6811283,2852,-1.9447407722473145;;;;;
1612287743.047809,2860,-1.3788800239562988;;;;;
1612287745.5471115,2868,-1.1775591373443604;;;;;
1612287747.3144104,2874,-2.3410024642944336;;;;;
1612287749.0736847,2880,-1.9084136486053467;;;;;
1612287749.6601322,2882,-1.2994850873947144;;;;;
1612287750.2485433,2884,-1.2821919918060303;;;;;
1612287752.0287957,2890,-1.8428022861480713;;;;;
1612287752.6172428,2892,-2.3363289833068848;;;;;
1612287754.3821595,2898,-2.391920328140259;;;;;
1612287755.5715804,2902,-1.219327449798584;;;;;
1612287756.1440501,2904,-1.799407720565796;;;;;
1612287756.7284884,2906,-1.9263969659805298;;;;;
1612287760.8738143,2920,-1.8960645198822021;;;;;
1612287761.460249,2922,-1.777289867401123;;;;;
1612287762.0636346,2924,-2.3495285511016846;;;;;
1612287762.6481192,2926,-1.415374755859375;;;;;
1612287763.8289464,2930,-2.3219399452209473;;;;;
1612287764.4034038,2932,-1.7571202516555786;;;;;
1612287764.9848254,2934,-1.9282182455062866;;;;;
1612287765.5702677,2936,-1.8827166557312012;;;;;
1612287766.1487153,2938,-2.303915023803711;;;;;
1612287766.729162,2940,-1.995664119720459;;;;;
1612287767.3136163,2942,-1.8752985000610352;;;;;
1612287767.906035,2944,-2.416384696960449;;;;;
1612287768.4914525,2946,-1.4754241704940796;;;;;
1612287770.256302,2952,-1.3231866359710693;;;;;
1612287771.4341211,2956,-1.2354519367218018;;;;;
1612287774.353742,2966,-1.4129128456115723;;;;;
1612287774.938944,2968,-1.3833928108215332;;;;;
1612287775.451567,2970,-3.4889047145843506;;;;;
1612287776.6214397,2974,-1.7758152484893799;;;;;
1612287780.331172,2988,-1.693544864654541;;;;;
1612287781.5196788,2992,-1.2917118072509766;;;;;
1612287784.47972,3002,-2.3372433185577393;;;;;
1612287785.0741248,3004,-1.271911382675171;;;;;
1612287787.4417737,3012,-1.434356451034546;;;;;
1612287788.6116433,3016,-1.9136414527893066;;;;;
1612287789.2040942,3018,-1.83379328250885;;;;;
1612287790.3893654,3022,-2.3929426670074463;;;;;
1612287790.9867516,3024,-2.4139909744262695;;;;;
1612287792.1506252,3028,-2.2626729011535645;;;;;
1612287792.7410765,3030,-1.302258014678955;;;;;
1612287796.2606714,3042,-3.6699137687683105;;;;;
1612287796.848079,3044,-1.8488245010375977;;;;;
1612287797.4265554,3046,-1.8766193389892578;;;;;
1612287800.349799,3056,-1.3645377159118652;;;;;
1612287800.9372182,3058,-2.2906389236450195;;;;;
1612287806.1772122,3076,-1.446019172668457;;;;;
1612287806.748695,3078,-1.782667875289917;;;;;
1612287808.5139413,3084,-1.7767966985702515;;;;;
1612287809.6798244,3088,-2.315737009048462;;;;;
1612287810.8108342,3092,-3.6167359352111816;;;;;
1612287811.9916553,3096,-1.4715263843536377;;;;;
1612287813.1525571,3100,-1.9477667808532715;;;;;
1612287814.9068542,3106,-1.7166517972946167;;;;;
1612287815.5012655,3108,-2.3028039932250977;;;;;
1612287816.6821685,3112,-1.2669892311096191;;;;;
1612287817.2676344,3114,-2.4198055267333984;;;;;
1612287818.4454646,3118,-1.9748737812042236;;;;;
1612287819.6213164,3122,-2.201443672180176;;;;;
1612287820.1449115,3124,-3.7051520347595215;;;;;
1612287821.3267531,3128,-1.4925544261932373;;;;;
1612287821.9111907,3130,-2.222738742828369;;;;;
1612287824.265896,3138,-1.1843931674957275;;;;;
1612287824.8433793,3140,-1.8271682262420654;;;;;
1612287826.0042837,3144,-1.746755838394165;;;;;
1612287826.5907137,3146,-1.243106484413147;;;;;
1612287827.1761177,3148,-1.9402036666870117;;;;;
1612287827.7705286,3150,-2.408458709716797;;;;;
1612287829.6049757,3156,-1.4814236164093018;;;;;
1612287829.7884889,3157,-2.5405631065368652;;;;;
1612287830.3909066,3159,-2.2072365283966064;;;;;
1612287832.6737483,3167,-2.3289387226104736;;;;;
1612287833.8246467,3171,-2.181102752685547;;;;;
1612287834.4160655,3173,-1.483833909034729;;;;;
1612287834.9845562,3175,-1.820491075515747;;;;;
1612287836.1604073,3179,-1.8272241353988647;;;;;
1612287837.313322,3183,-1.307279348373413;;;;;
1612287838.4852428,3187,-1.4759466648101807;;;;;
1612287839.6532216,3191,-2.3371548652648926;;;;;
1612287840.2546391,3193,-1.4021291732788086;;;;;
1612287840.8350642,3195,-1.929581642150879;;;;;
1612287842.0089371,3199,-1.858145833015442;;;;;
1612287842.603347,3201,-1.202487826347351;;;;;
1612287843.2017367,3203,-1.3106310367584229;;;;;
1612287843.797147,3205,-1.3117601871490479;;;;;
1612287844.3756182,3207,-1.7348387241363525;;;;;
1612287844.9660208,3209,-1.8691205978393555;;;;;
1612287846.1358957,3213,-2.2841262817382812;;;;;
1612287846.7143722,3215,-1.8720040321350098;;;;;
1612287848.5125418,3221,-2.347567558288574;;;;;
1612287849.1179223,3223,-2.3235435485839844;;;;;
1612287850.2797928,3227,-2.2845306396484375;;;;;
1612287850.8562512,3229,-1.886253833770752;;;;;
1612287852.6215916,3235,-1.382378101348877;;;;;
1612287853.2070117,3237,-1.306156039237976;;;;;
1612287853.791457,3239,-2.403808116912842;;;;;
1612287854.3708832,3241,-1.9472335577011108;;;;;
1612287856.120209,3247,-1.8073737621307373;;;;;
1612287858.4629805,3255,-1.7122595310211182;;;;;
1612287859.6328378,3259,-1.8384169340133667;;;;;
1612287860.2142644,3261,-2.291990041732788;;;;;
1612287860.7977378,3263,-1.8378348350524902;;;;;
1612287862.5510185,3269,-1.4482332468032837;;;;;
1612287863.1344833,3271,-2.4479355812072754;;;;;
1612287864.2846563,3275,-2.3156328201293945;;;;;
1612287866.621837,3283,-1.7900185585021973;;;;;
1612287867.2052457,3285,-2.3120479583740234;;;;;
1612287867.8026502,3287,-1.5055485963821411;;;;;
1612287868.3791082,3289,-1.8677978515625;;;;;
1612287869.5599794,3293,-1.2745051383972168;;;;;
1612287871.9336085,3301,-1.730071783065796;;;;;
1612287872.4502578,3303,-3.555105686187744;;;;;
1612287873.6450331,3307,-1.3859783411026;;;;;
1612287874.2324939,3309,-2.236715316772461;;;;;
1612287874.8198926,3311,-1.9568414688110352;;;;;
1612287875.396384,3313,-1.3449920415878296;;;;;
1612287876.4944506,3317,-4.035667419433594;;;;;
1612287878.308568,3323,-2.1840171813964844;;;;;
1612287878.964862,3325,-2.2798478603363037;;;;;
1612287879.5392957,3327,-2.4092111587524414;;;;;
1612287880.1346862,3329,-2.3972201347351074;;;;;
1612287880.7360811,3331,-1.9604309797286987;;;;;
1612287882.5881317,3337,-2.384761333465576;;;;;
1612287883.2523546,3339,-2.3895492553710938;;;;;
1612287886.4670928,3349,-1.1990793943405151;;;;;
1612287887.7426517,3353,-1.2763068675994873;;;;;
1612287888.3999488,3355,-1.812532901763916;;;;;
1612287889.1368668,3357,-2.2755534648895264;;;;;
1612287892.0432413,3365,-2.450873374938965;;;;;
1612287894.3458533,3371,-1.8945376873016357;;;;;
1612287895.6717615,3375,-1.4368298053741455;;;;;
1612287897.5278015,3381,-1.4631375074386597;;;;;
1612287898.1730762,3383,-1.97244393825531;;;;;
1612287898.8407986,3385,-1.8213825225830078;;;;;
1612287899.464153,3387,-2.3070549964904785;;;;;
1612287900.076505,3389,-1.4082043170928955;;;;;
1612287901.2952306,3393,-1.8342357873916626;;;;;
1612287902.5069916,3397,-1.8900573253631592;;;;;
1612287904.4089506,3403,-2.328441858291626;;;;;
1612287905.020318,3405,-1.83302640914917;;;;;
1612287906.2675211,3409,-2.3812379837036133;;;;;
1612287906.9364157,3411,-2.3072078227996826;;;;;
1612287907.6203444,3413,-1.3685582876205444;;;;;
1612287909.5546944,3419,-1.1670472621917725;;;;;
1612287910.777439,3423,-2.139885425567627;;;;;
1612287911.3688464,3425,-2.4238390922546387;;;;;
1612287911.950291,3427,-1.7819771766662598;;;;;
1612287912.527748,3429,-1.86232328414917;;;;;
1612287916.6811113,3443,-1.1818017959594727;;;;;
1612287917.341355,3445,-1.869506597518921;;;;;
1612287919.8217688,3451,-1.973078966140747;;;;;
1612287923.4371579,3461,-1.313703179359436;;;;;
1612287926.1102946,3469,-2.235161304473877;;;;;
1612287927.4420626,3473,-1.2424547672271729;;;;;
1612287930.0677795,3481,-1.4356164932250977;;;;;
1612287930.717923,3483,-1.8699839115142822;;;;;
1612287932.043388,3487,-1.2872047424316406;;;;;
1612287934.5526109,3495,-1.9090311527252197;;;;;
1612287935.2099361,3497,-1.7664694786071777;;;;;
1612287935.8653893,3499,-2.228545665740967;;;;;
1612287937.20328,3503,-1.3802824020385742;;;;;
1612287937.9046445,3505,-1.3307554721832275;;;;;
1612287938.569341,3507,-1.7650556564331055;;;;;
1612287941.1958945,3515,-1.9293451309204102;;;;;
1612287942.5199552,3519,-1.7575325965881348;;;;;
1612287943.8270004,3523,-1.2439515590667725;;;;;
1612287945.1398277,3527,-1.8724603652954102;;;;;
1612287945.7886395,3529,-2.0360987186431885;;;;;
1612287946.7810328,3533,-3.398888111114502;;;;;
1612287949.4242363,3541,-2.3461179733276367;;;;;
1612287950.8597999,3545,-2.3634917736053467;;;;;
1612287951.5220473,3547,-1.3110382556915283;;;;;
1612287953.6810265,3553,-1.3907105922698975;;;;;
1612287955.8051233,3559,-1.874480962753296;;;;;
1612287958.107615,3566,-2.3679451942443848;;;;;
1612287959.5641649,3570,-1.2341182231903076;;;;;
1612287960.2656426,3572,-1.79949152469635;;;;;
1612287962.374145,3578,-3.6175284385681152;;;;;
1612287965.0767841,3586,-2.331918239593506;;;;;
1612287965.7493114,3588,-1.270838737487793;;;;;
1612287966.4059691,3590,-1.3429417610168457;;;;;
1612287969.094506,3598,-1.4215342998504639;;;;;
1612287969.7861805,3600,-1.9482845067977905;;;;;
1612287970.4706101,3602,-2.21189546585083;;;;;
1612287971.8086536,3606,-1.744228720664978;;;;;
1612287972.4684806,3608,-2.3027946949005127;;;;;
1612287973.116766,3610,-1.8051643371582031;;;;;
1612287974.4507396,3614,-1.4770278930664062;;;;;
1612287975.1055298,3616,-1.753678560256958;;;;;
1612287977.0711727,3622,-2.3820133209228516;;;;;
1612287977.7268107,3624,-1.8444225788116455;;;;;
1612287979.053568,3628,-1.5115891695022583;;;;;
1612287980.381305,3632,-1.3451006412506104;;;;;
1612287981.0331182,3634,-1.7852563858032227;;;;;
1612287981.6919088,3636,-1.7438724040985107;;;;;
1612287986.3532054,3650,-2.371915340423584;;;;;
1612287987.023491,3652,-1.287536859512329;;;;;
1612287987.681421,3654,-1.3209412097930908;;;;;
1612287988.3436446,3656,-2.503370523452759;;;;;
1612287992.2902238,3668,-1.8660619258880615;;;;;
1612287992.9592755,3670,-1.329927921295166;;;;;
1612287993.6165178,3672,-2.285580635070801;;;;;
1612287994.2685928,3674,-1.377461314201355;;;;;
1612287994.9341757,3676,-2.284677028656006;;;;;
1612287996.2632918,3680,-2.2335562705993652;;;;;
1612287998.2080576,3686,-3.707970380783081;;;;;
1612288000.2028415,3692,-2.323568820953369;;;;;
1612288002.8483546,3700,-2.361734390258789;;;;;
1612288003.5171173,3702,-1.9401094913482666;;;;;
1612288004.195338,3704,-1.7350435256958008;;;;;
1612288004.916118,3706,-1.30828857421875;;;;;
1612288007.5368943,3714,-1.3254640102386475;;;;;
1612288010.1650283,3722,-2.2398033142089844;;;;;
1612288012.1455393,3728,-1.9708747863769531;;;;;
1612288012.819843,3730,-1.2641183137893677;;;;;
1612288014.8485808,3736,-1.882997989654541;;;;;
1612288015.4938765,3738,-1.845579743385315;;;;;
1612288016.1544235,3740,-1.763608455657959;;;;;
1612288016.8023014,3742,-1.7924368381500244;;;;;
1612288017.4715989,3744,-1.2668864727020264;;;;;
1612288019.3885324,3750,-1.917215347290039;;;;;
1612288020.028309,3752,-3.801687002182007;;;;;
1612288020.732396,3754,-2.2766213417053223;;;;;
1612288021.4025865,3756,-2.419799327850342;;;;;
1612288024.120956,3764,-2.214731216430664;;;;;
1612288024.790112,3766,-1.904615879058838;;;;;
1612288025.453338,3768,-1.9009571075439453;;;;;
1612288027.5880067,3774,-2.2815303802490234;;;;;
1612288028.987591,3778,-1.3214874267578125;;;;;
1612288029.6849492,3780,-1.7809052467346191;;;;;
1612288030.333753,3782,-1.7883281707763672;;;;;
1612288031.5921183,3786,-2.3780884742736816;;;;;
1612288032.2380302,3788,-1.9276742935180664;;;;;
1612288032.9022884,3790,-2.4299256801605225;;;;;
1612288034.2891185,3794,-1.7288446426391602;;;;;
1612288035.035858,3796,-1.3593318462371826;;;;;
1612288038.5037138,3806,-1.9115105867385864;;;;;
1612288039.868719,3810,-1.8953182697296143;;;;;
1612288040.5394187,3812,-1.8407974243164062;;;;;
1612288041.9104245,3816,-1.7846882343292236;;;;;
1612288043.956509,3822,-1.8892269134521484;;;;;
1612288045.344914,3826,-2.2343826293945312;;;;;
1612288046.0137293,3828,-2.2911949157714844;;;;;
1612288046.7065556,3830,-2.274005889892578;;;;;
1612288048.0996535,3834,-1.7455236911773682;;;;;
1612288049.5364323,3838,-2.4059512615203857;;;;;
1612288050.230303,3840,-1.2987879514694214;;;;;
1612288050.9434862,3842,-2.282919406890869;;;;;
1612288053.8870337,3850,-1.3593635559082031;;;;;
1612288054.5828815,3852,-1.9635299444198608;;;;;
1612288055.9525886,3856,-1.885014533996582;;;;;
1612288057.3398185,3860,-2.3118300437927246;;;;;
1612288060.7623854,3870,-2.251248836517334;;;;;
1612288063.5549192,3878,-1.9186556339263916;;;;;
1612288064.2564557,3880,-2.4040660858154297;;;;;
1612288064.9338217,3882,-1.647283673286438;;;;;
1612288065.6389742,3884,-2.281435966491699;;;;;
1612288073.8890245,3908,-1.91572105884552;;;;;
1612288075.181292,3912,-3.6782479286193848;;;;;
1612288076.5057251,3916,-1.8799223899841309;;;;;
1612288077.8352633,3920,-1.455063819885254;;;;String;Float
1612288078.5093017,3922,-2.3973734378814697;;;;-2.3973734378814697;-2.397373438
1612288079.1813464,3924,-2.336216926574707;;;;-2.336216926574707;-2.336216927
1612288079.8506613,3926,-2.4857053756713867;;;;-2.4857053756713867;-2.485705376
1612288080.5837262,3928,-1.221673607826233;;;;-1.221673607826233;-1.221673608
1612288081.2644272,3930,-2.453894853591919;;;;-2.453894853591919;-2.453894854
1612288081.9203174,3932,-2.1858367919921875;;;;-2.1858367919921875;-2.185836792
1612288082.5824172,3934,-2.196690559387207;;;;-2.196690559387207;-2.196690559
1612288083.2556195,3936,-2.2495241165161133;;;;-2.2495241165161133;-2.249524117
1612288083.9391432,3938,-1.9355251789093018;;;;-1.9355251789093018;-1.935525179
1612288084.6756802,3940,-2.418123960494995;;;;-2.418123960494995;-2.41812396
1612288086.0080712,3944,-2.317379951477051;;;;-2.317379951477051;-2.317379951
1612288086.700887,3946,-2.3702919483184814;;;;-2.3702919483184814;-2.370291948
1612288087.407281,3948,-2.207707405090332;;;;-2.207707405090332;-2.207707405
1612288088.8171363,3952,-2.4469337463378906;;;;-2.4469337463378906;-2.446933746
1612288090.188298,3956,-2.4758071899414062;;;;-2.4758071899414062;-2.47580719
1612288092.2689419,3962,-1.2625371217727661;;;;-1.2625371217727661;-1.262537122
1612288094.2405312,3968,-1.3807066679000854;;;;-1.3807066679000854;-1.380706668
1612288095.5511515,3972,-1.860694408416748;;;;-1.860694408416748;-1.860694408
1612288096.2076612,3974,-2.5027987957000732;;;;-2.5027987957000732;-2.502798796
1612288097.5793204,3978,-1.5129039287567139;;;;-1.5129039287567139;-1.512903929
1612288099.6391914,3984,-2.318906784057617;;;;-2.318906784057617;-2.318906784
1612288101.017717,3988,-1.889449119567871;;;;-1.889449119567871;-1.88944912
1612288101.6891327,3990,-1.3012757301330566;;;;-1.3012757301330566;-1.30127573
1612288102.9986565,3994,-1.8959410190582275;;;;-1.8959410190582275;-1.895941019
1612288104.310143,3998,-1.7611708641052246;;;;-1.7611708641052246;-1.761170864
1612288104.9597542,4000,-1.7735145092010498;;;;-1.7735145092010498;-1.773514509
1612288105.6150024,4002,-1.977586269378662;;;;-1.977586269378662;-1.977586269
1612288106.9484532,4006,-1.3305811882019043;;;;-1.3305811882019043;-1.330581188
1612288107.6276355,4008,-2.3210248947143555;;;;-2.3210248947143555;-2.321024895
1612288109.6872036,4014,-1.957769751548767;;;;-1.957769751548767;-1.957769752
1612288111.078743,4018,-1.477482557296753;;;;-1.477482557296753;-1.477482557
1612288111.7728987,4020,-2.3739051818847656;;;;-2.3739051818847656;-2.373905182
1612288117.109379,4036,-1.3439502716064453;;;;-1.3439502716064453;-1.343950272
1612288117.776008,4038,-1.414290428161621;;;;-1.414290428161621;-1.414290428
1612288119.1133852,4042,-1.4747004508972168;;;;-1.4747004508972168;-1.474700451
1612288119.7885811,4044,-1.3112924098968506;;;;-1.3112924098968506;-1.31129241
1612288122.3937504,4052,-2.1389195919036865;;;;-2.1389195919036865;-2.138919592
1612288125.6732628,4062,-1.8460512161254883;;;;-1.8460512161254883;-1.846051216
1612288126.3385434,4064,-1.7244491577148438;;;;-1.7244491577148438;-1.724449158
1612288126.9950197,4066,-1.8124300241470337;;;;-1.8124300241470337;-1.812430024
1612288127.6761727,4068,-1.4008923768997192;;;;-1.4008923768997192;-1.400892377
1612288128.3234367,4070,-1.9295259714126587;;;;-1.9295259714126587;-1.929525971
1612288128.986422,4072,-2.242534637451172;;;;-2.242534637451172;-2.242534637
1612288130.3092306,4076,-2.3225317001342773;;;;-2.3225317001342773;-2.3225317
1612288131.6163268,4080,-1.8950955867767334;;;;-1.8950955867767334;-1.895095587
1612288133.622698,4086,-2.1316092014312744;;;;-2.1316092014312744;-2.131609201
1612288134.2937016,4088,-1.847846269607544;;;;-1.847846269607544;-1.84784627
1612288136.2935624,4094,-1.84419584274292;;;;-1.84419584274292;-1.844195843
1612288136.9518864,4096,-2.493062973022461;;;;-2.493062973022461;-2.493062973
1612288140.3000646,4106,-1.839569091796875;;;;-1.839569091796875;-1.839569092
1612288141.6101172,4110,-1.8518688678741455;;;;-1.8518688678741455;-1.851868868
1612288144.2879436,4118,-1.267585039138794;;;;-1.267585039138794;-1.267585039
;;;;;
;;;;;
;;;;Average:;-1.937102595
