Wall time,Step,Value
1612569614.417771,28,0.15457996726036072
1612569614.8775527,29,-0.019134413450956345
1612569618.5365627,43,-0.02343396656215191
1612569621.513967,54,-0.021214082837104797
1612569630.4110527,86,-0.046636924147605896
1612569631.389441,91,0.07371407747268677
1612569640.016032,121,0.2342793345451355
1612569640.4937305,124,0.11657047271728516
1612569643.0463848,135,-0.05254485085606575
1612569645.4950626,143,0.04403703287243843
1612569650.0887754,160,0.09035271406173706
1612569650.0957568,162,0.006871342658996582
1612569651.1409621,166,0.028442010283470154
1612569665.201815,217,-0.05060039833188057
1612569670.3530266,236,-0.02831743285059929
1612569671.9447737,244,0.0053743645548820496
1612569680.0960143,274,-0.039802130311727524
1612569683.0246763,289,0.12997594475746155
1612569685.2640116,297,-0.04416899383068085
1612569686.4587233,300,-0.04379330575466156
1612569693.5857804,324,0.3121982514858246
1612569695.0618336,331,0.43197906017303467
1612569697.1889324,337,-0.031342655420303345
1612569698.1483693,343,-0.028415482491254807
1612569703.7309406,364,0.05800872668623924
1612569704.7039955,368,-0.06904718279838562
1612569710.886874,393,-0.07957867532968521
1612569712.8277411,399,-0.03793592005968094
1612569714.6046371,408,0.13286197185516357
1612569715.8207836,410,0.2418280839920044
1612569720.2559028,424,-0.03897345811128616
1612569733.429577,479,-0.01628020778298378
1612569736.450517,493,-0.05207972973585129
1612569741.2618527,509,-0.07849908620119095
1612569742.2203236,514,0.014065906405448914
1612569748.2531986,539,0.029355302453041077
1612569748.772812,540,-0.10993678122758865
1612569754.7930589,558,-0.037690650671720505
1612569764.7239268,596,0.05847823992371559
1612569775.1445148,637,-0.021513575688004494
1612569782.7945569,664,0.017827555537223816
1612569782.8005712,667,-0.033970292657613754
1612569784.8869696,673,-0.02532392367720604
1612569785.4305103,675,-0.03297652676701546
1612569791.013873,699,-0.039881736040115356
1612569791.872603,702,0.06467857956886292
1612569797.2978165,724,0.10486984252929688
1612569801.0079305,740,0.017411500215530396
1612569808.088004,769,0.25577718019485474
1612569812.2593126,782,0.005962830036878586
1612569814.1833558,790,0.31416067481040955
1612569816.1438494,798,0.05275233834981918
1612569823.1283016,826,0.15927863121032715
1612569829.5192182,853,0.02382613718509674
1612569832.117273,861,0.013868287205696106
1612569833.1858823,866,0.38763198256492615
