Wall time,Step,Value
1615999855.9717247,175,-0.949999988079071
1615999869.171911,330,-0.949999988079071
1615999869.17989,330,-0.9232320189476013
1615999894.782059,674,-0.949999988079071
1615999908.2570045,820,-0.949999988079071
1615999908.2609937,824,-0.949999988079071
1615999908.2619913,832,-1.0
1615999908.268973,827,-0.949999988079071
1615999921.4255779,979,-0.949999988079071
1615999936.2319973,1129,-1.0
1615999949.9343696,1316,-0.949999988079071
1615999975.684841,1601,-0.949999988079071
1615999988.5242763,1780,-0.949999988079071
1615999988.5302594,1798,-0.949999988079071
1616000014.4421234,2091,-0.949999988079071
1616000014.4421234,2094,-0.949999988079071
1616000027.1292107,2242,-0.949999988079071
1616000065.117721,2738,-1.0
1616000065.1276941,2749,-1.0
1616000078.236905,2892,-0.949999988079071
1616000078.236905,2893,-0.949999988079071
1616000090.5081067,3067,-0.949999988079071
1616000140.246281,3691,-0.949999988079071
1616000140.248276,3710,-0.949999988079071
1616000152.4428644,3868,-0.949999988079071
1616000177.442428,4169,-1.0
1616000177.442428,4171,-0.949999988079071
1616000177.4494092,4183,-0.949999988079071
1616000190.2641554,4346,-0.949999988079071
1616000202.763654,4493,-0.949999988079071
1616000241.200711,4992,-0.949999988079071
1616000241.2096868,4962,-0.949999988079071
1616000253.864863,5137,-0.949999988079071
1616000253.8668578,5154,-0.949999988079071
1616000292.2728508,5628,-1.0
1616000305.0307512,5769,-1.6814534664154053
1616000331.2305024,6107,-0.949999988079071
1616000358.5205631,6432,-0.949999988079071
1616000370.9789824,6587,-0.949999988079071
1616000385.2465167,6753,-0.949999988079071
1616000397.588525,6899,-1.0
1616000447.775179,7536,-0.949999988079071
1616000447.776177,7550,-0.949999988079071
1616000459.8608725,7711,-0.949999988079071
1616000472.5055363,7845,-0.949999988079071
1616000484.6590502,8021,-1.0
1616000509.734564,8353,-0.949999988079071
1616000509.734564,8356,-0.949999988079071
1616000549.5134475,8818,-0.949999988079071
1616000549.5174358,8819,-1.3566534519195557
1616000574.562701,9139,-1.0
1616000574.5756662,9142,-1.6691710948944092
1616000587.4861557,9304,-1.0
1616000600.0647988,9478,-0.949999988079071
1616000612.3848648,9608,-0.949999988079071
1616000636.7537267,9945,-0.949999988079071
1616000649.106707,10082,-0.949999988079071
1616000674.16292,10422,-0.949999988079071
1616000686.0853968,10563,-0.949999988079071
1616000698.535421,10735,-0.949999988079071
1616000711.135419,10880,-0.949999988079071
1616000760.8398838,11528,-0.8615439534187317
1616000773.185248,11704,-0.949999988079071
1616000773.190235,11711,-0.949999988079071
1616000785.4494655,11850,-0.949999988079071
1616000798.3025243,12000,-0.949999988079071
1616000810.6415443,12167,-0.949999988079071
1616000810.6485257,12191,-0.949999988079071
1616000823.1679552,12330,-0.949999988079071
1616000860.7078154,12823,-0.949999988079071
1616000860.7118049,12817,-0.949999988079071
1616000873.3404362,12989,-0.949999988079071
1616000898.7989519,13299,-0.949999988079071
1616000898.7999494,13304,-0.949999988079071
1616000911.4774084,13464,-0.949999988079071
1616000924.2652283,13603,-0.949999988079071
1616000973.9703066,14266,-0.949999988079071
1616000986.9734392,14433,-0.949999988079071
1616000986.9783995,14420,-0.949999988079071
1616001035.412187,15073,-0.949999988079071
1616001035.415179,15056,-1.0
1616001047.9097807,15215,-0.949999988079071
1616001084.713527,15719,-0.949999988079071
1616001121.3643548,16187,-0.949999988079071
1616001133.6205916,16346,-0.949999988079071
1616001145.870846,16482,-0.949999988079071
1616001195.2152586,17127,-0.949999988079071
1616001207.3437917,17317,-0.949999988079071
1616001243.226766,17774,-0.949999988079071
1616001304.9525154,18563,-0.949999988079071
1616001317.3602364,18739,-0.949999988079071
1616001317.3632278,18732,-0.949999988079071
1616001341.5281034,19055,-0.949999988079071
1616001341.5300975,19042,-0.949999988079071
1616001353.5893736,19231,-0.949999988079071
1616001365.3386097,19366,-0.949999988079071
1616001440.2101655,20323,-0.949999988079071
1616001490.1484234,20979,-0.949999988079071
1616001503.1965466,21123,-0.949999988079071
1616001528.1239011,21460,-0.949999988079071
1616001540.121332,21612,-0.949999988079071
1616001540.1332994,21627,-0.949999988079071
1616001564.84012,21955,-0.949999988079071
