Wall time,Step,Value
1613261139.421118,264,0.19967184960842133
1613261139.4340837,300,0.21014389395713806
1613261146.1740358,384,0.17036020755767822
1613261146.1770277,396,0.19053857028484344
1613261146.1830115,414,0.22512301802635193
1613261152.5306692,462,0.13882727921009064
1613261159.070902,534,0.19636067748069763
1613261159.0768907,552,0.1520407646894455
1613261165.2262843,660,0.10889091342687607
1613261170.093642,690,0.0332338884472847
1613261170.1016202,714,0.04554613307118416
1613261175.9116383,816,0.02208254300057888
1613261187.9736786,960,0.057381801307201385
1613261187.9806726,978,0.0867687538266182
1613261194.218496,1014,0.03849326819181442
1613261200.4263752,1068,0.08577732741832733
1613261200.436346,1098,0.09948630630970001
1613261200.4423325,1110,0.008118657395243645
1613261219.5535996,1326,0.11713745445013046
1613261219.5625513,1356,0.0865621268749237
1613261225.689398,1428,0.02690153196454048
1613261225.7023566,1464,0.05869284272193909
1613261230.609298,1476,0.009824300184845924
1613261230.6252553,1518,0.017645906656980515
1613261235.8758657,1542,0.03015708550810814
1613261242.8828785,1638,0.04732079431414604
1613261249.2045257,1716,0.06485626846551895
1613261249.2104793,1728,0.056926179677248
1613261249.229429,1776,0.04996228218078613
1613261255.0882251,1836,0.08379580825567245
1613261261.1279457,1872,0.06333179026842117
1613261261.144906,1920,0.010063000954687595
1613261267.128904,1998,0.005697497632354498
1613261267.1368835,2022,0.009420396760106087
1613261289.4486527,2286,0.05430838465690613
1613261289.4496262,2292,0.04159945249557495
1613261295.3755844,2376,0.004149736370891333
1613261295.384562,2394,0.029061680659651756
1613261295.3925395,2412,0.005564110353589058
1613261301.6189854,2484,0.06093817204236984
1613261301.6259673,2502,0.09105785936117172
1613261307.4284012,2496,0.01970027945935726
1613261307.448337,2556,0.057532113045454025
1613261313.0735264,2652,0.004617446102201939
1613261324.9743268,2748,0.023448020219802856
1613261331.1488225,2832,0.02102084830403328
1613261331.1587963,2862,0.05308903008699417
1613261340.766332,2994,0.007855663076043129
1613261340.7912652,3054,0.00451618293300271
1613261346.647344,3072,0.02560635842382908
1613261346.6672895,3114,0.02147754840552807
1613261346.6692839,3120,0.008184690959751606
1613261352.4810033,3192,0.016577282920479774
1613261358.1844828,3288,0.024020329117774963
1613261358.188474,3300,0.0501246452331543
1613261364.1994393,3354,0.12776485085487366
1613261369.7760844,3378,0.03718043491244316
1613261369.7780821,3384,0.023965826258063316
1613261369.7830923,3396,0.028701473027467728
1613261369.7880583,3414,0.03578215837478638
1613261369.793042,3426,0.026869142428040504
1613261375.652491,3486,0.00394490547478199
1613261375.6737204,3546,0.05059254914522171
1613261387.2345123,3612,0.04464608058333397
1613261393.0238295,3756,0.040542859584093094
1613261393.031808,3780,0.00967251043766737
1613261398.8176806,3786,0.06968395411968231
1613261398.8396165,3834,0.010770032182335854
1613261404.862191,3870,0.10563242435455322
1613261410.6157877,3936,0.034176845103502274
1613261410.6251402,3960,0.03516821563243866
1613261410.6466486,4014,0.030090805143117905
1613261416.5215104,4020,0.005279881414026022
1613261416.5255003,4032,0.03288160637021065
1613261416.5294883,4044,0.0695350393652916
1613261416.5434859,4086,0.019621213898062706
1613261422.5356197,4098,0.06118836998939514
1613261422.539578,4110,0.029886091127991676
1613261422.5493371,4140,0.06515680998563766
1613261422.5533392,4152,0.028329696506261826
1613261422.561337,4176,0.06571297347545624
1613261428.240513,4188,0.043394722044467926
1613261428.256475,4224,0.008646027185022831
1613261428.2584646,4230,0.02232874371111393
1613261439.874532,4332,0.02061309851706028
1613261439.8824875,4356,0.03126048296689987
1613261451.7247279,4524,0.004659454803913832
1613261451.7386909,4566,0.03902273252606392
1613261458.1414099,4584,0.01862855814397335
1613261464.0065587,4656,0.0472082644701004
1613261464.0163267,4680,0.0031116653699427843
1613261464.0332818,4722,0.0095608439296484
1613261464.0382674,4734,0.023012544959783554
1613261470.1265664,4752,0.05054258555173874
1613261470.1315424,4764,0.053298335522413254
1613261476.240706,4830,0.08287908136844635
1613261476.2426996,4836,0.04414007440209389
1613261476.26322,4896,0.02311374805867672
1613261482.4756923,4902,0.009826401248574257
1613261482.492647,4956,0.01942591555416584
1613261482.4996297,4980,0.07683323323726654
1613261488.4225655,4986,0.03487306833267212
1613261488.4405243,5040,0.0273350290954113
1613261488.4424946,5046,0.035222359001636505
1613261494.614004,5064,0.018728801980614662
1613261494.6170232,5070,0.005021948367357254
1613261494.6269896,5100,0.09978090971708298
1613261500.5035303,5196,0.004468751139938831
1613261500.5105355,5214,0.0031758092809468508
1613261506.1115026,5250,0.004480165429413319
1613261517.7115016,5400,0.008622424677014351
1613261523.4505208,5460,0.07634984701871872
1613261523.4624798,5496,0.033583298325538635
1613261523.4694667,5514,0.048809126019477844
1613261523.474446,5526,0.025376494973897934
1613261529.6044211,5532,0.004543591290712357
1613261529.6160398,5568,0.024411950260400772
1613261529.6260133,5598,0.0041099791415035725
1613261535.319359,5646,0.02427280880510807
1613261535.3323183,5682,0.04944051057100296
1613261541.0660791,5694,0.02220127545297146
1613261541.0870218,5754,0.02661198005080223
1613261558.8144293,5958,0.016403162851929665
1613261558.8224075,5982,0.02578129805624485
1613261558.8244014,5988,0.005223449319601059
1613261558.8263977,5994,0.0035228380002081394
1613261565.2325087,6084,0.04934108257293701
1613261571.7073348,6150,0.1016036868095398
1613261578.301006,6210,0.004297181963920593
1613261590.4814622,6336,0.03364923596382141
1613261590.5073931,6408,0.014694100245833397
1613261596.372025,6456,0.06611846387386322
1613261596.3790076,6474,0.018883341923356056
1613261596.3859863,6492,0.01830822229385376
1613261607.8933666,6582,0.022039595991373062
1613261607.9043367,6618,0.0027740022633224726
1613261607.9173021,6660,0.002191563369706273
1613261613.5737436,6678,0.061439044773578644
1613261619.2888432,6756,0.06527156382799149
1613261619.2948272,6774,0.03326423093676567
1613261624.839397,6828,0.04340624064207077
1613261624.8453643,6846,0.013844400644302368
1613261624.8523457,6864,0.02756388485431671
1613261624.8543575,6870,0.040970973670482635
1613261642.5098386,7110,0.039112262427806854
1613261642.5158222,7128,0.023300694301724434
1613261642.5218058,7146,0.021829387173056602
1613261648.3177044,7134,0.02528068795800209
1613261654.239491,7248,0.022264018654823303
1613261660.1529255,7308,0.0019545850809663534
1613261660.1569142,7320,0.004838009364902973
1613261660.1728728,7368,0.0044175139628350735
1613261666.0362148,7374,0.030779927968978882
1613261672.2936842,7506,0.057230450212955475
1613261672.294683,7512,0.08239960670471191
1613261677.8926666,7566,0.044536374509334564
1613261677.9096353,7614,0.042045217007398605
1613261683.4688284,7620,0.052371710538864136
1613261683.4728172,7632,0.08111822605133057
1613261694.844102,7794,0.10346760600805283
1613261694.8521092,7818,0.09169957786798477
1613261706.6268191,7932,0.009013213217258453
1613261712.7683833,8016,0.03448166698217392
1613261712.7703784,8022,0.08314114809036255
1613261719.0500672,8094,0.06203415244817734
1613261719.0604856,8118,0.031858932226896286
1613261725.4360445,8196,0.07129541784524918
1613261725.4380383,8202,0.001879767281934619
1613261731.3099134,8322,0.0157893318682909
1613261736.978718,8334,0.022858113050460815
1613261736.9907064,8364,0.03280259296298027
1613261736.996688,8382,0.004647540859878063
1613261737.0066402,8412,0.029702872037887573
1613261742.5915217,8412,0.004390641115605831
1613261742.6216269,8484,0.003887894796207547
1613261748.4245596,8520,0.02654433250427246
1613261748.4395082,8562,0.02478533238172531
1613261754.198516,8586,0.004979698918759823
1613261754.2198904,8640,0.006218737922608852
1613261754.2288432,8664,0.026690775528550148
1613261759.213626,8658,0.008217188529670238
1613261759.2176163,8670,0.0229506678879261
1613261759.224597,8688,0.025667209178209305
1613261759.2375617,8730,0.02560124360024929
1613261763.5778425,8772,0.015561992302536964
1613261768.146911,8814,0.024626459926366806
1613261768.1548898,8838,0.06592728942632675
1613261768.1588793,8850,0.0024869281332939863
1613261768.1658592,8868,0.051759231835603714
1613261768.1758327,8898,0.014487686567008495
1613261773.7002077,8898,0.030369365587830544
1613261773.7031639,8904,0.03539435565471649
1613261779.4410365,9012,0.06697075814008713
1613261779.4579728,9066,0.07081951200962067
1613261785.6707032,9084,0.02527586743235588
1613261785.6856642,9126,0.01945774257183075
1613261785.6886556,9132,0.005236902739852667
1613261791.619801,9168,0.06276782602071762
1613261791.633765,9210,0.028264546766877174
1613261803.3800714,9306,0.038799066096544266
1613261803.388499,9330,0.034743230789899826
1613261808.9244998,9372,0.008557443507015705
1613261808.9335265,9396,0.005530215799808502
1613261808.951427,9450,0.006468296051025391
1613261814.899447,9516,0.07092951238155365
1613261814.9074328,9534,0.06688259541988373
1613261819.652766,9552,0.022477636113762856
1613261819.6567547,9564,0.025915954262018204
1613261829.2363257,9738,0.021001797169446945
1613261829.2502816,9774,0.005108985118567944
1613261834.817898,9858,0.019618287682533264
1613261840.41638,9900,0.01911337673664093
1613261840.4223645,9918,0.0019471751293167472
1613261840.426355,9930,0.02198965847492218
1613261847.0403097,10026,0.002833460457623005
1613261853.3815815,10092,0.004551577381789684
1613261853.3865361,10104,0.0039311000145971775
1613261865.502548,10182,0.021322209388017654
1613261865.5105302,10206,0.0391492061316967
1613261865.527484,10254,0.02313070371747017
1613261871.9397147,10338,0.02347196638584137
1613261877.8673596,10356,0.10110221803188324
1613261884.0765102,10488,0.024269504472613335
1613261890.110131,10548,0.018287433311343193
1613261890.1156352,10566,0.04858756065368652
1613261890.117631,10572,0.04768316447734833
1613261890.1216204,10584,0.05680127069354057
1613261896.0769515,10578,0.010363015346229076
1613261896.086925,10602,0.022845637053251266
1613261896.097896,10626,0.004298701882362366
1613261901.8306231,10656,0.043648481369018555
1613261901.8605433,10746,0.043120127171278
1613261919.429822,10902,0.05918120592832565
1613261919.4387982,10926,0.04482244700193405
1613261919.4547555,10968,0.02332904562354088
1613261925.8491318,11004,0.009787030518054962
1613261931.737545,11058,0.05211157351732254
1613261931.7577333,11118,0.02381022647023201
1613261931.7617228,11130,0.0784110575914383
1613261931.7647145,11142,0.0698326975107193
1613261937.601582,11160,0.020923560485243797
1613261937.6075637,11178,0.04250762239098549
1613261937.622524,11226,0.005291645415127277
1613261943.5798047,11232,0.0054703750647604465
1613261948.297957,11334,0.0027546316850930452
1613261948.3069346,11364,0.021829258650541306
1613261948.3089275,11370,0.05471627786755562
1613261948.312917,11382,0.02609054185450077
1613261954.2373743,11388,0.039560697972774506
1613261954.2449803,11412,0.042947977781295776
1613261954.2469754,11418,0.06954845041036606
1613261954.2589438,11460,0.0055617387406528
1613261960.6256833,11460,0.03562591224908829
1613261960.6424947,11490,0.06576962023973465
1613261966.8545663,11586,0.004466920159757137
1613261972.9597087,11634,0.07415997982025146
1613261972.971677,11670,0.08969719707965851
1613261972.9836447,11706,0.06881693750619888
1613261978.342777,11712,0.03712369129061699
1613261978.3659477,11784,0.03171328455209732
1613261983.9804304,11772,0.017319027334451675
1613261989.6842299,11910,0.03745340555906296
1613261995.5740771,11946,0.0714208334684372
1613262006.870255,12126,0.06571252644062042
1613262006.8722534,12132,0.025643769651651382
1613262006.8762517,12144,0.04859814792871475
1613262012.4434144,12210,0.002412892412394285
1613262023.8056479,12360,0.012245316989719868
1613262023.8204913,12408,0.004265252500772476
1613262030.1647434,12432,0.03850417584180832
1613262030.168726,12444,0.020427120849490166
1613262030.172711,12456,0.017150763422250748
1613262030.1846793,12486,0.02333226427435875
1613262041.7696795,12606,0.052510350942611694
1613262041.771674,12612,0.03351762145757675
1613262047.6664524,12654,0.08310245722532272
1613262047.6714687,12666,0.00311315362341702
1613262047.681413,12696,0.0029965247958898544
1613262053.4918823,12762,0.010812805034220219
1613262053.5108335,12798,0.0029922188259661198
1613262060.0029764,12840,0.12074095010757446
1613262066.7361226,12912,0.01327947061508894
1613262066.750086,12936,0.009475691244006157
1613262066.7540739,12948,0.0012838400434702635
1613262073.5712142,13008,0.022188395261764526
1613262079.7516189,13068,0.03354104235768318
1613262079.7855296,13140,0.019933562725782394
1613262086.0372224,13182,0.005157646723091602
1613262086.0520253,13218,0.05042795464396477
1613262092.2386105,13302,0.002230097306892276
1613262098.0899909,13326,0.0007564358529634774
1613262098.0929823,13332,0.0030463694129139185
1613262103.7192035,13398,0.02110499143600464
1613262103.7331676,13434,0.06517436355352402
1613262103.7441385,13464,0.019978798925876617
1613262115.7273297,13572,0.022954512387514114
1613262115.743287,13614,0.05796350911259651
1613262121.5682638,13626,0.0033439411781728268
1613262121.6001737,13704,0.02070801891386509
1613262127.925654,13728,0.02212662249803543
1613262134.0940573,13806,0.0038251508958637714
1613262140.4169292,13860,0.05789894983172417
1613262140.4219186,13878,0.003216983750462532
1613262146.682767,13944,0.04484172537922859
1613262146.6847613,13950,0.05977761745452881
1613262146.6887505,13962,0.04407105967402458
1613262158.9322224,14124,0.003933674655854702
1613262158.9342163,14130,0.02495633251965046
1613262158.936212,14136,0.005023105535656214
1613262158.9501736,14178,0.0033844695426523685
1613262164.799974,14226,0.02524251863360405
1613262170.8787563,14304,0.004180732648819685
1613262170.887702,14334,0.043012455105781555
1613262188.955058,14544,0.01907971501350403
1613262195.0979345,14580,0.02262367494404316
1613262195.116397,14634,0.015230504795908928
1613262201.9684758,14652,0.02365415170788765
1613262201.9774513,14676,0.04970172047615051
1613262208.8259542,14766,0.053662996739149094
1613262208.831938,14778,0.005995604209601879
1613262208.8339317,14784,0.05408703163266182
1613262227.8373153,15018,0.04073469340801239
1613262227.856171,15066,0.037467844784259796
1613262241.3120182,15168,0.006373190321028233
1613262241.3329618,15222,0.006125767249614
1613262247.593487,15234,0.04364743456244469
1613262247.6030376,15258,0.050315260887145996
1613262247.60603,15264,0.05839105695486069
1613262253.9122155,15312,0.009657804854214191
1613262253.9213102,15330,0.01340958010405302
1613262253.9432516,15378,0.008765575475990772
1613262260.9729202,15378,0.0056213983334600925
1613262267.6145825,15510,0.07029765844345093
1613262267.623557,15534,0.12012877315282822
1613262267.6275468,15546,0.059673309326171875
1613262281.9474752,15678,0.021772917360067368
1613262294.8231719,15786,0.04559675604104996
1613262301.1234233,15858,0.0327555313706398
1613262301.1403756,15906,0.026928400620818138
1613262301.1513467,15936,0.03981325775384903
1613262307.4312859,15954,0.045462168753147125
1613262307.439264,15978,0.00534411147236824
1613262307.4432576,15990,0.020638152956962585
1613262313.8097532,16068,0.03513242304325104
1613262320.2913654,16158,0.08177578449249268
1613262320.2933602,16164,0.07497911155223846
1613262326.6467147,16194,0.03670584782958031
1613262326.6527028,16212,0.05067811161279678
1613262333.1412807,16338,0.004472446162253618
1613262339.4388344,16338,0.024657901376485825
1613262339.455789,16380,0.023487277328968048
1613262339.460776,16398,0.002097001299262047
1613262339.4627705,16404,0.01773957535624504
1613262339.4667602,16416,0.002657046541571617
1613262339.4687545,16422,0.022937044501304626
1613262352.04073,16542,0.003845867933705449
1613262358.160954,16578,0.0024922818411141634
1613262364.513941,16710,0.0028078120667487383
1613262370.5700114,16740,0.05757618695497513
1613262370.5989602,16824,0.023329252377152443
1613262376.7434695,16812,0.015545275993645191
1613262382.2409887,16902,0.04415132477879524
1613262387.6136365,17058,0.028030047193169594
1613262392.9453962,17052,0.0016737671103328466
1613262392.9653661,17112,0.02535850927233696
1613262398.43462,17202,0.028916632756590843
1613262404.3110735,17214,0.004122341517359018
1613262411.4342275,17328,0.045774396508932114
1613262411.4402103,17346,0.023499298840761185
1613262411.452208,17376,0.02039322815835476
1613262417.922241,17430,0.020746130496263504
1613262417.930221,17442,0.0043067000806331635
1613262424.5189805,17466,0.017471928149461746
1613262424.5312579,17502,0.04031741991639137
1613262424.5452201,17544,0.023396475240588188
1613262430.2748997,17562,0.008514647372066975
1613262430.282922,17580,0.003079167101532221
1613262436.5303378,17670,0.05650276690721512
1613262442.933307,17724,0.02376791648566723
1613262442.9402885,17742,0.02175091952085495
1613262442.957243,17784,0.004402518272399902
1613262449.1829426,17862,0.0031886319629848003
1613262454.8091822,17862,0.04020362347364426
1613262454.8261642,17898,0.05884043127298355
1613262454.836138,17922,0.036099791526794434
1613262460.2641964,18000,0.024452559649944305
1613262465.6522653,18084,0.0027701028157025576
1613262477.6472738,18174,0.0087288748472929
1613262483.8990912,18264,0.060666006058454514
1613262483.9020844,18276,0.04088220000267029
1613262483.9070702,18288,0.0495942123234272
1613262483.9130545,18306,0.0597219355404377
1613262483.9190395,18324,0.0630175769329071
1613262489.9322898,18414,0.007438200525939465
1613262495.6515405,18462,0.00687278201803565
1613262501.3462965,18528,0.027219872921705246
1613262512.4827518,18678,0.004916069097816944
1613262512.4857116,18690,0.015630995854735374
1613262518.1701398,18816,0.012402892112731934
1613262523.8870463,18828,0.027010252699255943
1613262523.8910265,18840,0.016379812732338905
1613262523.904274,18876,0.0021615130826830864
1613262523.9112518,18894,0.0023741121403872967
1613262523.9152408,18906,0.002608923939988017
1613262529.915114,18942,0.004425819963216782
1613262529.9350615,18984,0.02036246284842491
1613262535.8809643,19044,0.004144413396716118
1613262541.7067513,19080,0.001998522086068988
1613262547.5453522,19140,0.02772943116724491
1613262547.5503385,19152,0.024500619620084763
1613262547.5573199,19170,0.05712386220693588
1613262553.2693775,19224,0.004400552716106176
1613262553.2783751,19248,0.00402530562132597
1613262553.2883224,19278,0.0017584413290023804
1613262553.292305,19290,0.02831641212105751
1613262558.9854686,19338,0.043065689504146576
1613262558.9944558,19362,0.04141968861222267
1613262570.4225814,19500,0.03110405243933201
1613262570.4335515,19530,0.03366973251104355
1613262576.1824,19560,0.04357180744409561
1613262594.5205154,19776,0.07790704816579819
1613262594.5394661,19824,0.0022182692773640156
1613262594.5534284,19866,0.0024521746672689915
1613262600.8151999,19872,0.019706033170223236
1613262600.837624,19938,0.0020817306358367205
1613262607.9443388,19956,0.030221860855817795
1613262607.9642856,19992,0.11128111183643341
1613262620.2767887,20094,0.022981522604823112
1613262620.3018067,20160,0.0869351252913475
1613262626.1326828,20172,0.04497082903981209
1613262626.1548183,20226,0.00326532986946404
1613262626.1568136,20232,0.06281276792287827
1613262632.8577325,20292,0.026601359248161316
1613262638.6444812,20340,0.05548294261097908
1613262638.650465,20358,0.07975677400827408
1613262638.6704192,20418,0.06916162371635437
1613262656.3093317,20652,0.03167242556810379
1613262662.5657122,20664,0.006472536362707615
1613262662.5687056,20670,0.0036263272631913424
1613262662.59073,20730,0.004073756746947765
1613262694.1190045,21090,0.025528907775878906
1613262700.409871,21138,0.04726804047822952
1613262700.4128635,21144,0.08432433754205704
1613262700.4168513,21156,0.03182913735508919
1613262700.4208407,21168,0.04474947601556778
1613262700.4288192,21186,0.03233802691102028
1613262700.430814,21192,0.025355542078614235
1613262712.8936455,21312,0.0027353945188224316
1613262712.9036102,21342,0.0029085087589919567
1613262712.909593,21360,0.002275238512083888
1613262718.6042016,21390,0.060597456991672516
1613262718.6287386,21456,0.019511928781867027
1613262724.226758,21498,0.0059150815941393375
1613262724.233732,21516,0.004959674086421728
1613262724.2357266,21522,0.02492905780673027
1613262729.9053476,21594,0.04813339561223984
1613262735.5448549,21672,0.05394696444272995
1613262741.2731147,21696,0.030329635366797447
1613262741.2820919,21720,0.042782701551914215
1613262741.3020372,21774,0.022261759266257286
1613262741.3060265,21786,0.054677337408065796
1613262747.5576186,21822,0.037415169179439545
1613262747.5685875,21846,0.08536083996295929
1613262753.8934104,21864,0.02841171622276306
1613262753.9023876,21894,0.14407020807266235
1613262766.0477538,22020,0.13175569474697113
1613262766.0846539,22074,0.03675393387675285
1613262773.4344714,22146,0.004234499763697386
1613262780.0880423,22176,0.03312991186976433
1613262780.107989,22212,0.003180512459948659
1613262780.1181626,22236,0.02967100776731968
1613262780.1221519,22242,0.06346406042575836
1613262786.5827549,22338,0.10711097717285156
1613262793.1523275,22338,0.02221778593957424
1613262793.167287,22374,0.011695021763443947
1613262805.6902733,22524,0.03198647126555443
1613262805.7072144,22560,0.05914350599050522
1613262812.1881115,22632,0.04098822921514511
1613262812.1931,22644,0.02027939446270466
1613262818.4651494,22734,0.018942799419164658
1613262818.4671438,22740,0.057188719511032104
1613262831.0059896,22818,0.03270021080970764
1613262831.0090127,22824,0.03688491880893707
1613262831.014967,22842,0.003863649908453226
1613262831.0389152,22896,0.022815216332674026
1613262837.0096889,22950,0.002961339894682169
1613262850.4935098,23064,0.023299193009734154
1613262850.5024855,23082,0.020786097273230553
1613262856.8489118,23136,0.0038266689516603947
1613262856.8548954,23154,0.00347205251455307
1613262856.858885,23166,0.004105609841644764
1613262856.862887,23178,0.025434907525777817
1613262863.5221558,23232,0.03817671537399292
1613262869.9218163,23316,0.0028740831185132265
1613262875.1404006,23430,0.06550265848636627
1613262881.0045133,23454,0.019296914339065552
1613262881.0234609,23502,0.05129658058285713
1613262881.0334346,23526,0.04332726076245308
1613262887.5666065,23550,0.010612903162837029
1613262887.5686007,23556,0.0106589924544096
1613262887.5715933,23562,0.007247959263622761
1613262887.5985613,23622,0.005235583521425724
1613262900.6993988,23748,0.07843922078609467
1613262900.7113674,23778,0.027116483077406883
1613262906.3881695,23856,0.02492479607462883
1613262912.7319574,23910,0.04124375432729721
1613262912.7419293,23934,0.0499882772564888
1613262912.7449422,23940,0.005693106446415186
1613262918.5895028,23970,0.002220898400992155
1613262918.5984788,23988,0.0021389659959822893
1613262918.6044626,24006,0.02532472275197506
1613262918.6124408,24024,0.02487150952219963
1613262924.7653422,24060,0.0021587982773780823
1613262924.7743175,24084,0.06253693252801895
1613262930.8483155,24114,0.04950561374425888
1613262930.8503196,24120,0.06744255125522614
1613262930.8652709,24156,0.026995372027158737
1613262936.6598525,24174,0.03617459535598755
1613262936.6638415,24186,0.022441189736127853
1613262936.669825,24204,0.021374624222517014
1613262948.2566185,24384,0.00272499886341393
1613262954.4081562,24438,0.0026085819117724895
1613262960.5684326,24534,0.074296735227108
1613262960.573444,24546,0.1428224742412567
1613262967.145939,24648,0.02121732011437416
1613262967.1509254,24660,0.042554378509521484
1613262978.8475301,24744,0.034220196306705475
1613262984.7417223,24876,0.021376945078372955
1613262984.752692,24894,0.03750968351960182
1613262990.9340572,24954,0.05579616501927376
1613262997.231851,24984,0.0546317920088768
