Wall time,Step,Value;;;;;"Average Reward; Last 50 Episodes"
1612270680.5026722,3030,-1.1767151355743408;;;;;
1612270681.5251231,3036,-1.1374858617782593;;;;;
1612270681.5251231,3037,-2.4891133308410645;;;;;
1612270684.0905318,3049,-1.0178676843643188;;;;;
1612270684.6942964,3050,-2.380533218383789;;;;;
1612270685.7117836,3054,-2.466602087020874;;;;;
1612270686.8455176,3059,-2.5604915618896484;;;;;
1612270688.5831416,3064,-2.5373668670654297;;;;;
1612270688.5831416,3065,-2.441242218017578;;;;;
1612270689.159925,3067,-1.1081910133361816;;;;;
1612270689.7721827,3068,-2.4990293979644775;;;;;
1612270690.7224762,3072,-1.0874814987182617;;;;;
1612270691.7255552,3077,-1.0101828575134277;;;;;
1612270694.2000077,3090,-1.2575194835662842;;;;;
1612270694.7397883,3092,-1.1905120611190796;;;;;
1612270696.4522603,3102,-1.396291732788086;;;;;
1612270697.1189048,3106,-0.9150426387786865;;;;;
1612270697.586655,3108,-1.2246732711791992;;;;;
1612270697.8878508,3110,-1.5490622520446777;;;;;
1612270701.2518375,3126,-1.1107239723205566;;;;;
1612270702.4297214,3133,-0.9023152589797974;;;;;
1612270703.3293898,3137,-1.080853819847107;;;;;
1612270703.768193,3139,-1.0926063060760498;;;;;
1612270704.6688106,3143,-1.1893353462219238;;;;;
1612270706.3283417,3151,-2.429725408554077;;;;;
1612270706.7870884,3153,-1.0646069049835205;;;;;
1612270707.5637271,3157,-0.9559448957443237;;;;;
1612270707.8908167,3159,-0.977208137512207;;;;;
1612270708.2438743,3161,-1.2778186798095703;;;;;
1612270709.4596236,3167,-0.9114218950271606;;;;;
1612270710.1677315,3171,-1.0395987033843994;;;;;
1612270710.814004,3175,-1.1813180446624756;;;;;
1612270714.4238799,3190,-2.4680073261260986;;;;;
1612270715.609696,3195,-1.0297651290893555;;;;;
1612270718.5369027,3209,-1.0415300130844116;;;;;
1612270720.9960723,3219,-2.441746711730957;;;;;
1612270721.2783434,3220,-2.4187726974487305;;;;;
1612270723.7096567,3232,-1.0477607250213623;;;;;
1612270724.1724217,3234,-1.0320146083831787;;;;;
1612270724.1724217,3235,-2.467341184616089;;;;;
1612270724.9757712,3239,-1.1388899087905884;;;;;
1612270727.7240546,3248,-2.4908394813537598;;;;;
1612270729.923441,3258,-1.034619688987732;;;;;
1612270729.923441,3259,-2.3916332721710205;;;;;
1612270733.05139,3275,-1.2053759098052979;;;;;
1612270733.4363527,3277,-1.1568071842193604;;;;;
1612270734.4666152,3283,-1.1117342710494995;;;;;
1612270735.7771113,3289,-0.9094502925872803;;;;;
1612270737.4486427,3296,-2.4841465950012207;;;;;
1612270738.0181127,3299,-1.132097601890564;;;;;
1612270739.398585,3306,-1.0699365139007568;;;;;
1612270741.2805836,3317,-1.1847765445709229;;;;;
1612270742.5820749,3325,-1.0384833812713623;;;;;
1612270743.137591,3327,-1.464019775390625;;;;;
1612270744.2237208,3333,-1.0622150897979736;;;;;
1612270746.3744726,3342,-1.5944448709487915;;;;;
1612270747.7697244,3350,-1.6838619709014893;;;;;
1612270748.8468473,3354,-1.8023474216461182;;;;;
1612270749.8880622,3358,-1.5827856063842773;;;;;
1612270750.554296,3360,-1.8239818811416626;;;;;
1612270751.3272154,3362,-1.888803243637085;;;;;
1612270754.4688184,3376,-1.5061759948730469;;;;;
1612270755.4203076,3380,-1.2286392450332642;;;;;
1612270755.8840988,3382,-1.8300869464874268;;;;;
1612270758.5340643,3394,-1.3878767490386963;;;;;
1612270759.0576653,3396,-1.0076904296875;;;;;
1612270759.418369,3398,-1.1942048072814941;;;;;
1612270760.1559541,3402,-1.5988531112670898;;;;;
1612270760.9102156,3406,-1.2249646186828613;;;;;
1612270765.527516,3429,-1.0935494899749756;;;;;
1612270769.19808,3445,-1.0447368621826172;;;;;
1612270770.6305737,3453,-1.0165128707885742;;;;;
1612270772.971708,3462,-1.0341198444366455;;;;;
1612270772.971708,3463,-2.5210824012756348;;;;;
1612270775.5731807,3472,-0.919297456741333;;;;;
1612270775.5731807,3473,-2.416166305541992;;;;;
1612270776.0100145,3475,-1.2350921630859375;;;;;
1612270777.9598787,3483,-1.0479786396026611;;;;;
1612270778.5792532,3484,-2.4270715713500977;;;;;
1612270780.8219955,3496,-0.9894226789474487;;;;;
1612270782.4948876,3504,-1.1085221767425537;;;;;
1612270782.7874188,3506,-1.2331500053405762;;;;;
1612270783.0976043,3508,-0.9259169697761536;;;;;
1612270783.8702695,3512,-1.0662670135498047;;;;;
1612270784.2253208,3514,-1.4108939170837402;;;;;
1612270785.7155728,3523,-2.4007508754730225;;;;;
1612270786.707161,3529,-1.0535624027252197;;;;;
1612270787.6590724,3532,-2.4344873428344727;;;;;
1612270788.6331034,3538,-1.1603115797042847;;;;;
1612270789.9461312,3544,-0.9701360464096069;;;;;
1612270790.6145728,3549,-1.2317171096801758;;;;;
1612270791.4848125,3553,-1.1326806545257568;;;;;
1612270793.9282486,3564,-2.441277027130127;;;;;
1612270793.9282486,3565,-2.460892915725708;;;;;
1612270794.9300919,3568,-2.446666955947876;;;;;
1612270795.8629386,3572,-0.9754709005355835;;;;;
1612270798.8304777,3589,-1.0698328018188477;;;;;
1612270799.3361287,3591,-1.042357087135315;;;;;
1612270799.6522818,3592,-2.419111967086792;;;;;
1612270800.1918395,3594,-0.9417836666107178;;;;;
1612270805.5704784,3622,-1.077634572982788;;;;;
1612270806.7812116,3629,-1.0986855030059814;;;;;
1612270808.2383401,3636,-1.4151432514190674;;;;;
1612270808.5300822,3638,-1.587458610534668;;;;;
1612270809.4385962,3644,-1.2764544486999512;;;;;
1612270809.7721517,3646,-1.3269627094268799;;;;;
1612270810.551759,3651,-1.1986627578735352;;;;;
1612270811.5052106,3655,-1.2139850854873657;;;;;
1612270812.098649,3658,-1.4284789562225342;;;;;
1612270813.7732434,3668,-0.9882219433784485;;;;;
1612270814.7284453,3674,-1.0637142658233643;;;;;
1612270815.5252924,3678,-1.0966325998306274;;;;;
1612270815.820524,3680,-1.4456050395965576;;;;;
1612270816.5661886,3684,-1.194690227508545;;;;;
1612270817.7374008,3690,-1.0966931581497192;;;;;
1612270818.351744,3695,-0.9560604095458984;;;;;
1612270819.1536267,3698,-2.4152209758758545;;;;;
1612270819.7549922,3703,-1.2501864433288574;;;;;
1612270820.923907,3709,-1.0772136449813843;;;;;
1612270821.4106083,3711,-0.9684195518493652;;;;;
1612270822.8706715,3716,-2.480140209197998;;;;;
1612270823.7592978,3721,-1.0295956134796143;;;;;
1612270827.3113973,3737,-1.0674093961715698;;;;;
1612270827.651718,3739,-1.0679634809494019;;;;;
1612270828.599967,3743,-0.9996660947799683;;;;;
1612270830.4235373,3753,-1.0922311544418335;;;;;
1612270832.6293674,3763,-1.1104247570037842;;;;;
1612270833.1297195,3765,-1.1614513397216797;;;;;
1612270833.9145925,3767,-1.066948413848877;;;;;
1612270834.5214612,3769,-2.4370312690734863;;;;;
1612270834.9916868,3770,-2.459062337875366;;;;;
1612270835.9726589,3774,-1.0215551853179932;;;;;
1612270836.6882992,3777,-1.0685129165649414;;;;;
1612270837.928041,3781,-1.0530810356140137;;;;;
1612270838.2521791,3782,-2.41131591796875;;;;;
1612270839.5983179,3789,-1.0641731023788452;;;;;
1612270841.5902815,3799,-1.0490906238555908;;;;;
1612270842.7026868,3803,-1.067333459854126;;;;;
1612270845.1076996,3814,-1.1169673204421997;;;;;
1612270845.7290373,3816,-1.0249145030975342;;;;;
1612270845.7290373,3817,-2.3935306072235107;;;;;
1612270846.1628797,3819,-1.240478515625;;;;;
1612270846.6485806,3821,-1.0239598751068115;;;;;
1612270848.3285317,3826,-2.493852138519287;;;;;
1612270849.6175654,3830,-1.0915420055389404;;;;;
1612270850.5950797,3834,-1.063063383102417;;;;;
1612270851.2157257,3836,-1.0449519157409668;;;;;
1612270852.034163,3840,-1.0786373615264893;;;;;
1612270852.6878054,3844,-1.1811268329620361;;;;;
1612270853.1232488,3847,-2.5093910694122314;;;;;
1612270853.6106148,3849,-0.9852992296218872;;;;;
1612270853.920786,3851,-1.0866758823394775;;;;;
1612270855.443998,3857,-1.2158937454223633;;;;;
1612270856.8559654,3864,-1.0405776500701904;;;;;
1612270857.214548,3866,-1.1482610702514648;;;;;
1612270857.5526452,3868,-1.1856927871704102;;;;;
1612270858.5160692,3875,-2.4556031227111816;;;;;
1612270859.1653607,3877,-1.0805425643920898;;;;;
1612270859.808615,3880,-1.2465922832489014;;;;;
1612270860.1975753,3882,-1.331660509109497;;;;;
1612270860.9126906,3886,-1.195255994796753;;;;;
1612270861.243778,3888,-1.4809882640838623;;;;;
1612270861.5210378,3890,-1.3353385925292969;;;;;
1612270862.1374772,3894,-1.2910609245300293;;;;;
1612270862.614167,3896,-1.3529329299926758;;;;;
1612270863.2583094,3900,-1.4563462734222412;;;;;
1612270864.2197378,3906,-1.2477869987487793;;;;;
1612270864.4870253,3909,-1.0869892835617065;;;;;
1612270865.0355582,3911,-1.1847009658813477;;;;;
1612270867.1390848,3922,-1.1601719856262207;;;;;
1612270867.4921315,3924,-1.0623737573623657;;;;;
1612270867.9977794,3926,-1.207301139831543;;;;;
1612270869.3088484,3934,-1.1978120803833008;;;;;
1612270869.9122355,3938,-1.0425163507461548;;;;;
1612270870.3334765,3941,-1.0166890621185303;;;;;
1612270871.8304996,3949,-1.177032709121704;;;;;
1612270874.6908317,3963,-1.3447962999343872;;;;;
1612270875.7941117,3969,-0.9818888902664185;;;;;
1612270876.85128,3972,-2.4451448917388916;;;;;
1612270877.351912,3975,-1.17680025100708;;;;;
1612270877.907158,3977,-1.110054850578308;;;;;
1612270879.2816837,3983,-1.0386193990707397;;;;;
1612270879.7867298,3985,-2.403625726699829;;;;;
1612270880.1058762,3987,-1.1120187044143677;;;;;
1612270880.4070206,3989,-0.9468926191329956;;;;;
1612270881.6012747,3995,-1.016000509262085;;;;;
1612270883.2773325,4002,-2.4503540992736816;;;;;
1612270883.8491373,4004,-0.9279143214225769;;;;;
1612270884.6631393,4009,-1.0139564275741577;;;;;
1612270886.3138738,4015,-1.0878158807754517;;;;;
1612270890.0837972,4034,-0.9651787281036377;;;;;
1612270890.5246482,4036,-1.0822861194610596;;;;;
1612270891.5159686,4041,-1.0511811971664429;;;;;
1612270892.2859108,4043,-1.0300748348236084;;;;;
1612270892.8474112,4045,-2.466575860977173;;;;;
1612270894.8171458,4050,-1.0612578392028809;;;;;
1612270895.1502783,4052,-2.523463249206543;;;;;
1612270895.6582158,4054,-1.0552730560302734;;;;;
1612270896.3992345,4057,-2.4609556198120117;;;;;
1612270897.1183121,4058,-2.4496819972991943;;;;;
1612270897.1183121,4059,-2.4164834022521973;;;;;
1612270897.5222352,4060,-2.4401183128356934;;;;;
1612270898.1910834,4063,-2.500669002532959;;;;;
1612270899.324934,4066,-0.9439283609390259;;;;;
1612270899.9473903,4068,-1.161623477935791;;;;;
1612270901.4324186,4075,-2.4351608753204346;;;;;
1612270901.8223748,4077,-1.0130364894866943;;;;;
1612270902.747901,4081,-1.129929542541504;;;;;
1612270903.9397168,4087,-1.0114240646362305;;;;;
1612270904.6079307,4091,-1.1223827600479126;;;;;
1612270905.5055645,4097,-1.0304819345474243;;;;;
1612270910.5390725,4119,-0.9566815495491028;;;;;
1612270911.5344007,4125,-1.1597645282745361;;;;;
1612270912.7172263,4131,-1.233698844909668;;;;;
1612270915.218322,4141,-0.9982995986938477;;;;;
1612270916.2374687,4145,-3.358250617980957;;;;;
1612270916.9906464,4149,-0.9339169263839722;;;;;
1612270919.2332754,4161,-1.1129777431488037;;;;;
1612270919.7169974,4163,-0.9781209230422974;;;;;
1612270920.6291108,4167,-1.0204428434371948;;;;;
1612270921.5193162,4171,-2.4286718368530273;;;;;
1612270922.7501574,4175,-2.517615795135498;;;;;
1612270923.5525372,4177,-1.05501127243042;;;;;
1612270924.2256129,4178,-2.4698188304901123;;;;;
1612270928.2558284,4194,-1.1194078922271729;;;;;
1612270928.5974848,4196,-1.183650016784668;;;;;
1612270928.9712982,4198,-1.0298280715942383;;;;;
1612270929.4495635,4200,-1.2017853260040283;;;;;
1612270930.2042873,4204,-1.302910566329956;;;;;
1612270930.9728687,4208,-1.5826574563980103;;;;;
1612270932.2367969,4214,-1.3083834648132324;;;;;
1612270934.7024145,4224,-1.0294133424758911;;;;;
1612270935.2336805,4227,-2.3895041942596436;;;;;
1612270935.7563272,4229,-1.0481739044189453;;;;;
1612270936.4457176,4231,-1.0443333387374878;;;;;
1612270937.057379,4233,-1.0314658880233765;;;;;
1612270940.173369,4247,-0.9662508964538574;;;;;
1612270944.1507113,4265,-1.263336420059204;;;;;
1612270947.2299533,4275,-0.9727845191955566;;;;;
1612270951.9051785,4289,-1.134704828262329;;;;;
1612270952.3166046,4290,-2.399900436401367;;;;;
1612270954.0662103,4296,-1.0701749324798584;;;;;
1612270955.1325176,4303,-1.0408449172973633;;;;;
1612270956.8277626,4309,-1.0287470817565918;;;;;
1612270958.7713637,4317,-0.9443161487579346;;;;;
1612270960.4498024,4323,-1.0194728374481201;;;;;
1612270961.5688484,4327,-2.432826042175293;;;;;
1612270962.0281916,4329,-1.0156934261322021;;;;;
1612270962.5437877,4331,-1.220839262008667;;;;;
1612270963.3265681,4335,-1.0688406229019165;;;;;
1612270966.4992406,4350,-1.151946783065796;;;;;
1612270967.3079202,4354,-1.1070239543914795;;;;;
1612270967.980123,4358,-0.9450497627258301;;;;;
1612270969.1381848,4362,-1.1242907047271729;;;;;
1612270971.4337783,4372,-1.2628692388534546;;;;;
1612270973.4954197,4382,-1.1337683200836182;;;;;
1612270976.948979,4398,-0.9875738620758057;;;;;
1612270977.3335085,4400,-1.0807130336761475;;;;;
1612270977.7472084,4402,-1.2007856369018555;;;;;
1612270979.5734596,4410,-0.9338261485099792;;;;;
1612270980.8652604,4415,-2.433178663253784;;;;;
1612270982.4504983,4420,-2.407457113265991;;;;;
1612270985.7419364,4432,-2.4433629512786865;;;;;
1612270986.72731,4436,-1.141707420349121;;;;;
1612270988.2042081,4444,-0.9082133769989014;;;;;
1612270988.567899,4446,-1.0241514444351196;;;;;
1612270989.0060275,4448,-1.0870670080184937;;;;;
1612270989.5870197,4450,-0.9245625138282776;;;;;
1612270990.182042,4454,-0.923515796661377;;;;;
1612270991.2471817,4458,-1.06011962890625;;;;;
1612270992.3931184,4464,-1.0620224475860596;;;;;
1612270996.1028533,4476,-0.9430582523345947;;;;;
1612270997.643347,4480,-1.0272915363311768;;;;;
1612271001.0161295,4492,-1.068603277206421;;;;;
1612271002.7257679,4500,-1.0054662227630615;;;;;
1612271003.3196654,4504,-0.9753794074058533;;;;;
1612271004.8170063,4512,-0.9114477038383484;;;;;
1612271005.3032618,4514,-1.1648379564285278;;;;;
1612271006.1450436,4518,-1.0460364818572998;;;;;
1612271007.57088,4522,-2.451916456222534;;;;;
1612271008.034609,4525,-2.3846113681793213;;;;;
1612271009.5215461,4531,-1.0625529289245605;;;;;
1612271009.866648,4533,-2.43109393119812;;;;;
1612271011.0215657,4539,-1.302342414855957;;;;;
1612271011.503906,4541,-1.1654000282287598;;;;;
1612271011.9337556,4543,-1.1291487216949463;;;;;
1612271015.6778207,4563,-1.1758954524993896;;;;;
1612271015.9646163,4565,-0.9443458914756775;;;;;
1612271016.5871308,4569,-1.0165598392486572;;;;;
1612271016.9861228,4571,-1.053619384765625;;;;;
1612271017.2842097,4573,-1.069016456604004;;;;;
1612271017.708551,4575,-0.9401199817657471;;;;;
1612271018.9920783,4581,-1.030125617980957;;;;;
1612271019.2793334,4583,-1.0072089433670044;;;;;
1612271020.3419573,4586,-2.4168689250946045;;;;;
1612271021.740823,4592,-0.9769406914710999;;;;;
1612271022.2923734,4594,-2.383129119873047;;;;;
1612271022.780997,4596,-2.404942750930786;;;;;
1612271023.197053,4599,-2.4054300785064697;;;;;
1612271026.8828554,4616,-0.9587076306343079;;;;;
1612271028.1184359,4623,-0.9542771577835083;;;;;
1612271029.0950024,4627,-0.9368398785591125;;;;;
1612271030.1686673,4630,-2.4048943519592285;;;;;
1612271030.631597,4633,-1.0266035795211792;;;;;
1612271031.8073854,4636,-2.429440498352051;;;;;
1612271031.8073854,4637,-2.449228525161743;;;;;
1612271032.781749,4641,-2.3759186267852783;;;;;
1612271035.4007835,4652,-1.045607089996338;;;;;
1612271035.8226893,4654,-1.0953598022460938;;;;;
1612271037.327559,4662,-1.059795618057251;;;;;
1612271038.5144134,4668,-0.9504061341285706;;;;;
1612271039.3630857,4674,-1.0664901733398438;;;;;
1612271039.9989927,4678,-0.9066221714019775;;;;;
1612271040.5455236,4680,-1.152907371520996;;;;;
1612271041.9777198,4687,-0.9797190427780151;;;;;
1612271043.5928762,4695,-1.0839170217514038;;;;;
1612271044.7371411,4700,-0.9184814691543579;;;;;
1612271045.2680852,4702,-1.0699100494384766;;;;;
1612271045.573302,4704,-1.06587553024292;;;;;
1612271046.1088367,4706,-3.0715887546539307;;;;;
1612271046.8329008,4710,-0.9709987640380859;;;;;
1612271048.5233846,4718,-1.079781413078308;;;;;
1612271050.808797,4730,-1.133540153503418;;;;;
1612271051.1069994,4732,-1.2036068439483643;;;;;
1612271052.1292663,4738,-1.0170583724975586;;;;;
1612271053.355057,4747,-0.9294669032096863;;;;;
1612271054.3683171,4753,-1.109930396080017;;;;;
1612271054.7034202,4755,-1.0542120933532715;;;;;
1612271055.7964995,4759,-1.0802433490753174;;;;;
1612271056.6681697,4763,-1.1813585758209229;;;;;
1612271057.6433783,4767,-1.0012221336364746;;;;;
1612271058.0572705,4769,-0.9411981105804443;;;;;
1612271059.2071981,4775,-0.9450418949127197;;;;;
1612271059.7098541,4777,-0.9082053303718567;;;;;
1612271060.5486126,4780,-1.3150629997253418;;;;;
1612271061.5753884,4786,-0.9844310879707336;;;;;
1612271061.576385,4787,-2.4645094871520996;;;;;
1612271062.352312,4791,-1.0754239559173584;;;;;
1612271064.7294834,4803,-1.0703785419464111;;;;;
1612271065.9432237,4809,-1.1432901620864868;;;;;
1612271067.1011288,4815,-1.2137351036071777;;;;;
1612271067.5359662,4817,-1.160056710243225;;;;;
1612271069.1638157,4825,-1.2154333591461182;;;;;
1612271071.7648294,4837,-1.0647773742675781;;;;;
1612271076.7847724,4862,-0.943480372428894;;;;;
1612271078.7724164,4870,-1.0070972442626953;;;;;
1612271079.4206595,4873,-1.1378041505813599;;;;;
1612271080.801693,4879,-2.475189208984375;;;;;
1612271081.878783,4882,-2.4719247817993164;;;;;
1612271082.8462238,4886,-1.1394867897033691;;;;;
1612271084.335218,4892,-0.9833900332450867;;;;;
1612271086.4156559,4901,-1.0933184623718262;;;;;
1612271087.8109596,4907,-1.0384587049484253;;;;;
1612271090.0061202,4915,-0.9409574270248413;;;;;
1612271091.224862,4921,-3.041433095932007;;;;;
1612271094.6407688,4939,-1.1882412433624268;;;;;
1612271096.6434033,4949,-0.9798629283905029;;;;;
1612271100.6925554,4967,-0.9748944044113159;;;;;
1612271100.9837856,4969,-0.9437640905380249;;;;;
1612271101.3986673,4971,-1.1247073411941528;;;;;
1612271102.6902158,4977,-1.0838894844055176;;;;;
1612271103.239757,4979,-1.1841462850570679;;;;;
1612271105.949908,4988,-1.0526741743087769;;;;;
1612271106.2381375,4991,-1.0624045133590698;;;;;
1612271107.8857336,4999,-1.1407768726348877;;;;;
1612271108.298656,5001,-1.0583136081695557;;;;;
1612271108.852182,5003,-1.2488888502120972;;;;;
1612271109.128445,5004,-2.409578561782837;;;;;
1612271109.4226255,5006,-1.100621223449707;;;;;
1612271109.9761462,5008,-0.9934837818145752;;;;;
1612271110.2603862,5010,-1.1139507293701172;;;;;
1612271113.043211,5024,-2.4912803173065186;;;;;
1612271113.9057472,5029,-2.408162832260132;;;;;
1612271116.5127769,5040,-1.0083308219909668;;;;;
1612271120.7783754,5063,-2.4267399311065674;;;;;
1612271121.2052598,5065,-0.9937340617179871;;;;;
1612271121.6301308,5067,-1.071305751800537;;;;;
1612271124.4600146,5080,-1.0519936084747314;;;;;
1612271125.9809618,5090,-1.0428563356399536;;;;;
1612271126.7276275,5095,-2.4250950813293457;;;;;
1612271127.698064,5099,-1.0781105756759644;;;;;
1612271128.3323703,5101,-1.1921770572662354;;;;;
1612271128.6193326,5102,-2.4935526847839355;;;;;
1612271128.9125686,5104,-0.9807199239730835;;;;;
1612271130.764586,5112,-1.15907621383667;;;;;
1612271133.806489,5128,-0.982219934463501;;;;;
1612271134.2273624,5130,-1.0178823471069336;;;;;
1612271135.614623,5136,-1.0596165657043457;;;;;
1612271136.431493,5140,-0.9029925465583801;;;;;
1612271136.708699,5142,-1.0150657892227173;;;;;
1612271137.3121092,5146,-0.9612286686897278;;;;;
1612271141.1214767,5169,-0.9391065239906311;;;;;
1612271142.3154075,5172,-2.469536781311035;;;;;
1612271142.6799674,5175,-2.442749500274658;;;;;
1612271143.8079598,5178,-2.4527089595794678;;;;;
1612271145.502494,5187,-1.0819075107574463;;;;;
1612271146.7921772,5193,-1.0142064094543457;;;;;
1612271147.8403914,5198,-1.0334274768829346;;;;;
1612271150.8294587,5214,-1.150160789489746;;;;;
1612271151.1905015,5216,-1.0828211307525635;;;;;
1612271152.6740875,5222,-1.0081901550292969;;;;;
1612271154.2322092,5228,-1.127042293548584;;;;;
1612271155.1217089,5232,-1.1992344856262207;;;;;
1612271155.5475428,5234,-1.012688159942627;;;;;
1612271157.70389,5246,-0.941798746585846;;;;;
1612271158.6574981,5251,-2.415738582611084;;;;;
1612271158.9950535,5252,-2.4135618209838867;;;;;
1612271161.2769597,5262,-1.1559189558029175;;;;;
1612271161.6599133,5265,-1.0915441513061523;;;;;
1612271162.3804603,5269,-1.1134912967681885;;;;;
1612271163.3137424,5275,-1.0330734252929688;;;;;
1612271163.8026736,5277,-1.10270094871521;;;;;
1612271164.361231,5279,-0.943889856338501;;;;;
1612271167.018589,5292,-1.1177982091903687;;;;;
1612271168.4826138,5301,-2.410555362701416;;;;;
1612271169.1906579,5305,-1.0034403800964355;;;;;
1612271169.5606687,5307,-1.0870709419250488;;;;;
1612271170.1381223,5309,-0.9426007270812988;;;;;
1612271171.8867924,5316,-0.9481824636459351;;;;;
1612271171.8867924,5317,-2.395690679550171;;;;;
1612271174.8797555,5328,-1.0902197360992432;;;;;
1612271176.4330776,5336,-1.1150963306427002;;;;;
1612271177.6978328,5342,-1.0536487102508545;;;;String;Float
1612271178.3289998,5344,-0.9707622528076172;;;;-0.9707622528076172;-0.970762253
1612271178.6720815,5347,-2.441256523132324;;;;-2.441256523132324;-2.441256523
1612271182.140116,5360,-2.4114022254943848;;;;-2.4114022254943848;-2.411402225
1612271182.6740844,5362,-1.0264652967453003;;;;-1.0264652967453003;-1.026465297
1612271184.5209186,5372,-1.0627261400222778;;;;-1.0627261400222778;-1.06272614
1612271188.6523914,5394,-1.0860671997070312;;;;-1.0860671997070312;-1.0860672
1612271190.6826952,5404,-0.974463939666748;;;;-0.974463939666748;-0.97446394
1612271191.8755345,5408,-1.034788966178894;;;;-1.034788966178894;-1.034788966
1612271192.375495,5410,-1.1229146718978882;;;;-1.1229146718978882;-1.122914672
1612271193.4855022,5416,-1.048980951309204;;;;-1.048980951309204;-1.048980951
1612271193.799208,5418,-1.1092495918273926;;;;-1.1092495918273926;-1.109249592
1612271197.731081,5436,-1.1279126405715942;;;;-1.1279126405715942;-1.127912641
1612271200.261087,5448,-1.1153637170791626;;;;-1.1153637170791626;-1.115363717
1612271201.5170572,5456,-0.9013985991477966;;;;-0.9013985991477966;-0.901398599
1612271201.8572986,5458,-1.024652123451233;;;;-1.024652123451233;-1.024652123
1612271203.3998442,5466,-0.9793004989624023;;;;-0.9793004989624023;-0.979300499
1612271203.7249794,5469,-0.915919303894043;;;;-0.915919303894043;-0.915919304
1612271204.513341,5473,-1.1719484329223633;;;;-1.1719484329223633;-1.171948433
1612271205.435672,5477,-1.1116899251937866;;;;-1.1116899251937866;-1.111689925
1612271206.0800278,5480,-0.9089114665985107;;;;-0.9089114665985107;-0.908911467
1612271207.260792,5486,-1.0791423320770264;;;;-1.0791423320770264;-1.079142332
1612271207.5590365,5488,-0.987703800201416;;;;-0.987703800201416;-0.9877038
1612271207.8831697,5490,-1.0806820392608643;;;;-1.0806820392608643;-1.080682039
1612271209.1906748,5496,-1.0227385759353638;;;;-1.0227385759353638;-1.022738576
1612271209.5257788,5498,-0.9723073840141296;;;;-0.9723073840141296;-0.972307384
1612271209.8615465,5500,-1.0013560056686401;;;;-1.0013560056686401;-1.001356006
1612271210.1962183,5502,-1.0585391521453857;;;;-1.0585391521453857;-1.058539152
1612271210.920295,5507,-2.405487537384033;;;;-2.405487537384033;-2.405487537
1612271211.3331597,5509,-1.1070407629013062;;;;-1.1070407629013062;-1.107040763
1612271211.9709349,5511,-1.062026023864746;;;;-1.062026023864746;-1.062026024
1612271213.418045,5517,-1.147840976715088;;;;-1.147840976715088;-1.147840977
1612271213.9067078,5519,-1.0693800449371338;;;;-1.0693800449371338;-1.069380045
1612271215.0242376,5523,-1.1395750045776367;;;;-1.1395750045776367;-1.139575005
1612271215.7509325,5525,-1.0902552604675293;;;;-1.0902552604675293;-1.09025526
1612271217.4916718,5532,-1.164177656173706;;;;-1.164177656173706;-1.164177656
1612271217.859371,5535,-2.42598295211792;;;;-2.42598295211792;-2.425982952
1612271218.314598,5537,-0.9504053592681885;;;;-0.9504053592681885;-0.950405359
1612271218.7430315,5539,-1.053175687789917;;;;-1.053175687789917;-1.053175688
1612271220.4520879,5547,-1.0654373168945312;;;;-1.0654373168945312;-1.065437317
1612271221.2545073,5551,-0.9207029342651367;;;;-0.9207029342651367;-0.920702934
1612271222.1440954,5555,-1.0434740781784058;;;;-1.0434740781784058;-1.043474078
1612271223.6169298,5561,-1.1500940322875977;;;;-1.1500940322875977;-1.150094032
1612271227.539148,5579,-1.0087506771087646;;;;-1.0087506771087646;-1.008750677
1612271228.95196,5585,-0.9764827489852905;;;;-0.9764827489852905;-0.976482749
1612271230.046074,5588,-2.3883652687072754;;;;-2.3883652687072754;-2.388365269
1612271230.5426607,5591,-1.0636544227600098;;;;-1.0636544227600098;-1.063654423
1612271231.8192809,5595,-1.0310043096542358;;;;-1.0310043096542358;-1.03100431
1612271232.705942,5598,-1.1133685111999512;;;;-1.1133685111999512;-1.113368511
1612271233.9938915,5604,-1.0469872951507568;;;;-1.0469872951507568;-1.046987295
1612271234.8057227,5608,-0.9577348232269287;;;;-0.9577348232269287;-0.957734823
1612271236.0701811,5614,-0.9903304576873779;;;;-0.9903304576873779;-0.990330458
1612271237.580389,5622,-1.0675225257873535;;;;-1.0675225257873535;-1.067522526
;;;;;
;;;;;
;;;;Average:;-1.176690393
