Wall time,Step,Value
1613133994.1606581,91,-0.949999988079071
1613134012.386547,242,-0.949999988079071
1613134021.739423,337,-0.949999988079071
1613134021.739423,323,-0.6726997494697571
1613134031.3462226,414,-0.7974921464920044
1613134060.5480907,658,-1.0942816734313965
1613134070.8561385,725,-0.05180677771568298
1613134081.3241162,808,-1.6297699213027954
1613134081.3251147,817,-0.949999988079071
1613134092.0511425,883,-0.949999988079071
1613134092.053113,885,-0.454815536737442
1613134102.3231785,964,-1.3291501998901367
1613134122.1693323,1120,-1.047793984413147
1613134162.0098705,1445,-1.279668927192688
1613134217.6814704,1841,-0.949999988079071
1613134217.6814704,1846,-0.949999988079071
1613134227.7331498,1933,-0.03484588861465454
1613134227.734147,1921,-1.0
1613134240.3262901,2000,-1.0
1613134279.3718297,2330,-1.0
1613134288.8972237,2409,-1.4113688468933105
1613134288.8982203,2412,-0.949999988079071
1613134317.2537642,2643,-1.0
1613134326.604926,2722,-0.949999988079071
1613134345.8573244,2897,-1.0
1613134367.0501812,3059,-1.0
1613134394.7407267,3284,0.128855362534523
1613134404.3370767,3372,-0.631608784198761
1613134423.1472182,3536,-1.288780927658081
1613134423.1472182,3538,-0.9981458187103271
1613134423.149213,3534,-0.7641582489013672
1613134459.5669298,3843,-0.20851239562034607
1613134514.975151,4332,-1.0
1613134552.08062,4641,-0.949999988079071
1613134552.083613,4643,-1.0
1613134560.6895735,4728,0.1963416486978531
1613134612.731206,5217,-1.0
1613134612.731206,5200,-0.023183375597000122
1613134621.7624483,5295,-1.0710277557373047
1613134640.4056602,5448,-1.0909713506698608
1613134648.907963,5539,-0.22476616501808167
1613134648.908963,5531,-0.07510344684123993
1613134675.805724,5760,-1.0
1613134737.41103,6338,-1.2540969848632812
1613134754.010284,6488,-1.0
1613134770.0830948,6647,0.262021005153656
1613134770.0850875,6655,0.0046468377113342285
1613134806.195215,6960,-1.0
1613134822.56203,7121,-0.8370199203491211
1613134857.6531239,7449,-0.949999988079071
1613134883.0724015,7693,-0.006350994110107422
1613134917.2800002,8017,-0.7028759121894836
